spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,acc_noise_0.5,acc_drop_0.2,acc_flip_0.05,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,heavy_tail,1,1024,128,30,30,cosine,uniform,1,32,0,0.9458333849906921,0.9486666321754456,0.40781936049461365,0.9621783695721563,0.674,0.937999963760376,0.9480000138282776,0.949999988079071,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,heavy_tail,1,1024,128,30,30,cosine,uniform,1,32,0,0.9500000476837158,0.9493333101272583,0.42149755358695984,0.902238852203615,0.693,0.937999963760376,0.9473333358764648,0.9480000138282776,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9450000524520874,0.9326666593551636,0.18081653118133545,0.9206354768256666,0.008,0.9226666688919067,0.8980000019073486,0.9279999732971191,376.0,1.0,97280,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9133333563804626,0.8959999680519104,0.0740630254149437,0.21561190092096164,0.026,0.8806666731834412,0.8666666746139526,0.8633333444595337,380.0,32.0,97280,0,0,,,,,,
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9691666960716248,0.9586666822433472,0.2768718898296356,0.7876854196384601,0.057,0.9546666741371155,0.9326666593551636,0.9559999704360962,376.5,1.0,97408,0,0,,,,,,
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9758333563804626,0.9693333506584167,0.3130553364753723,0.7637925638408618,0.203,0.9620000123977661,0.9473333358764648,0.9653333425521851,376.5,1.0,97408,0,0,,,,,,
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9858333468437195,0.9819999933242798,0.34734219312667847,0.7403318827786335,0.594,0.972000002861023,0.9559999704360962,0.9793333411216736,376.5,1.0,97408,0,0,,,,,,
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.96833336353302,0.9633333086967468,0.3107021152973175,0.7545799209839013,0.302,0.9586666822433472,0.9386666417121887,0.9639999866485596,376.5,1.0,97408,0,0,,,,,,
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9741666913032532,0.9693333506584167,0.30249911546707153,0.771438625713393,0.303,0.9586666822433472,0.9453333020210266,0.9679999947547913,376.5,1.0,97408,0,0,,,,,,
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9775000214576721,0.9726666808128357,0.3233337700366974,0.7572395807396882,0.3,0.9633333086967468,0.9486666321754456,0.9706666469573975,376.5,1.0,97408,0,0,,,,,,
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9450000524520874,0.9326666593551636,0.18081653118133545,0.9206354768256666,0.008,0.9226666688919067,0.8980000019073486,0.9279999732971191,376.0,1.0,97280,0,0,,,,,,
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9416666626930237,0.9340000152587891,0.18259760737419128,0.9225499047081956,0.011,0.9273332953453064,0.9026666283607483,0.9306666851043701,376.0,1.0,97280,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9399999976158142,0.9306666851043701,0.18076403439044952,0.9192171645978033,0.02,0.9246666431427002,0.8953333497047424,0.9279999732971191,376.0,1.0,97280,0,0,,,,,,
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9358333349227905,0.9353333115577698,0.18374516069889069,0.9207350954259969,0.059,0.9259999990463257,0.906000018119812,0.9353333115577698,376.0,1.0,97280,0,0,,,,,,
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9475000500679016,0.9340000152587891,0.18336091935634613,0.9232013186333555,0.215,0.9326666593551636,0.9046666622161865,0.934666633605957,376.0,1.0,97280,0,0,,,,,,
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9424999952316284,0.9293333292007446,0.18048173189163208,0.9183557821517785,0.008,0.9200000166893005,0.8999999761581421,0.9266666769981384,392.0,1.0,101376,0,0,,,,,,
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9433333277702332,0.9306666851043701,0.17954270541667938,0.9114523249050662,0.008,0.9226666688919067,0.8986666798591614,0.9246666431427002,392.0,1.0,101376,0,0,,,,,,
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,heavy_tail,2,1024,64,30,30,cosine,uniform,1,32,0,0.9383333325386047,0.9273332953453064,0.17649829387664795,0.8885459846849808,0.008,0.9160000085830688,0.8946666717529297,0.9226666688919067,392.0,1.0,101376,0,0,,,,,,
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,heavy_tail,2,1024,128,30,30,cosine,uniform,1,32,0,0.9450000524520874,0.940666675567627,0.3988907039165497,0.9670780705089386,0.676,0.9259999990463257,0.9326666593551636,0.940666675567627,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,heavy_tail,2,1024,128,30,30,cosine,uniform,1,32,0,0.9433333277702332,0.940666675567627,0.4095516800880432,0.8929488962384919,0.692,0.9239999651908875,0.9279999732971191,0.9393333196640015,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.2549999952316284,0.25,-0.04079288989305496,0.9705496810649141,0.005,0.2458333522081375,0.23750001192092896,0.2666666805744171,272.0,1.0,70656,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.3700000047683716,0.3708333671092987,-0.011184719391167164,0.595471681144577,0.011,0.3500000238418579,0.3708333671092987,0.3708333671092987,276.0,32.0,70656,0,0,,,,,,
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.2800000011920929,0.25416669249534607,-0.035209886729717255,0.912980563515749,0.017,0.30000001192092896,0.26250001788139343,0.2750000059604645,272.5,1.0,70784,0,0,,,,,,
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.28999999165534973,0.25416669249534607,-0.04748891666531563,0.9289044967928206,0.048,0.2708333432674408,0.25833335518836975,0.24166667461395264,272.5,1.0,70784,0,0,,,,,,
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.3199999928474426,0.2458333522081375,-0.07054561376571655,0.9214023206165978,0.134,0.26250001788139343,0.22083334624767303,0.25416669249534607,272.5,1.0,70784,0,0,,,,,,
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.29999998211860657,0.24166667461395264,-0.06257082521915436,0.924805687043732,0.069,0.23750001192092896,0.2458333522081375,0.2458333522081375,272.5,1.0,70784,0,0,,,,,,
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.26499998569488525,0.2708333432674408,-0.0441867969930172,0.9419177313089859,0.064,0.2666666805744171,0.24166667461395264,0.2666666805744171,272.5,1.0,70784,0,0,,,,,,
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.28999999165534973,0.25,-0.07094460725784302,0.9130036232588169,0.062,0.25833335518836975,0.2291666716337204,0.23750001192092896,272.5,1.0,70784,0,0,,,,,,
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.2549999952316284,0.25,-0.04079288989305496,0.9705496810649141,0.005,0.2458333522081375,0.23750001192092896,0.2666666805744171,272.0,1.0,70656,0,0,,,,,,
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.3149999976158142,0.2708333432674408,-0.0357210747897625,0.968642482685954,0.007,0.26250001788139343,0.2708333432674408,0.28333336114883423,272.0,1.0,70656,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.25999999046325684,0.25,-0.034818749874830246,0.9714490906534738,0.016,0.2708333432674408,0.2750000059604645,0.2291666716337204,272.0,1.0,70656,0,0,,,,,,
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.2849999964237213,0.22500000894069672,-0.04092928767204285,0.971990398971369,0.053,0.25416669249534607,0.22500000894069672,0.2458333522081375,272.0,1.0,70656,0,0,,,,,,
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.3199999928474426,0.26250001788139343,-0.036304403096437454,0.9693800296005608,0.199,0.25,0.2458333522081375,0.24166667461395264,272.0,1.0,70656,0,0,,,,,,
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.25,0.19583334028720856,-0.046080783009529114,0.9702876069629134,0.005,0.2083333432674408,0.2083333432674408,0.21250000596046448,288.0,1.0,74752,0,0,,,,,,
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.20499999821186066,0.2458333522081375,-0.03149956092238426,0.9701020839747028,0.005,0.23750001192092896,0.26250001788139343,0.2708333432674408,288.0,1.0,74752,0,0,,,,,,
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,xor,0,1024,64,4,30,cosine,uniform,1,32,0,0.20999999344348907,0.22083334624767303,-0.036339957267045975,0.9677057623674674,0.005,0.22500000894069672,0.2458333522081375,0.24166667461395264,288.0,1.0,74752,0,0,,,,,,
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,xor,0,1024,128,4,30,cosine,uniform,1,32,0,0.5450000166893005,0.5291666984558105,0.010407635010778904,0.9972372873985802,0.157,0.5208333730697632,0.5333333611488342,0.5333333611488342,528.0,1.0,136192,798720,24704,1.0,128.0,,,,
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,xor,0,1024,128,4,30,cosine,uniform,1,32,0,0.5099999904632568,0.4833333492279053,-0.036042071878910065,0.8868693113413322,0.159,0.5083333849906921,0.4833333492279053,0.48750001192092896,528.0,1.0,136192,798720,24704,1.0,128.0,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.23999999463558197,0.2708333432674408,-0.03359637036919594,0.971931543665596,0.005,0.27916666865348816,0.3083333373069763,0.2875000238418579,272.0,1.0,70656,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.5049999952316284,0.37916669249534607,-0.013624574057757854,0.5678626008221815,0.011,0.3333333432674408,0.3541666865348816,0.36250001192092896,276.0,32.0,70656,0,0,,,,,,
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.1899999976158142,0.26250001788139343,-0.03479253500699997,0.919893347540812,0.016,0.28333336114883423,0.25,0.25,272.5,1.0,70784,0,0,,,,,,
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.2549999952316284,0.2291666716337204,-0.05587845295667648,0.9386143056628908,0.048,0.26250001788139343,0.28333336114883423,0.23750001192092896,272.5,1.0,70784,0,0,,,,,,
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.2549999952316284,0.2458333522081375,-0.06732425093650818,0.9318677163139225,0.137,0.25416669249534607,0.2458333522081375,0.2750000059604645,272.5,1.0,70784,0,0,,,,,,
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.25,0.20000001788139343,-0.06438960134983063,0.9322158884451429,0.07,0.26250001788139343,0.23333334922790527,0.20000001788139343,272.5,1.0,70784,0,0,,,,,,
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.23499999940395355,0.23750001192092896,-0.04726174846291542,0.9490773205508327,0.07,0.2750000059604645,0.25416669249534607,0.25,272.5,1.0,70784,0,0,,,,,,
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.25,0.19583334028720856,-0.07059483230113983,0.9152326841099142,0.069,0.2291666716337204,0.1875000149011612,0.2458333522081375,272.5,1.0,70784,0,0,,,,,,
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.23999999463558197,0.2708333432674408,-0.03359637036919594,0.971931543665596,0.005,0.27916666865348816,0.3083333373069763,0.2875000238418579,272.0,1.0,70656,0,0,,,,,,
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.2449999898672104,0.32083335518836975,-0.028483238071203232,0.9737164018599469,0.007,0.2916666865348816,0.2708333432674408,0.30416667461395264,272.0,1.0,70656,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.2449999898672104,0.32083335518836975,-0.028483238071203232,0.9737164018599469,0.017,0.2916666865348816,0.2708333432674408,0.30416667461395264,272.0,1.0,70656,0,0,,,,,,
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.29999998211860657,0.27916666865348816,-0.040695324540138245,0.9750005524499648,0.053,0.22500000894069672,0.2750000059604645,0.25833335518836975,272.0,1.0,70656,0,0,,,,,,
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.2149999886751175,0.26250001788139343,-0.0401117280125618,0.973498899042571,0.199,0.23333334922790527,0.2666666805744171,0.2708333432674408,272.0,1.0,70656,0,0,,,,,,
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.29999998211860657,0.32083335518836975,-0.035299818962812424,0.9716698668401196,0.005,0.2750000059604645,0.32500001788139343,0.3125000298023224,288.0,1.0,74752,0,0,,,,,,
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.28999999165534973,0.30000001192092896,-0.037023864686489105,0.9714549340407163,0.005,0.2958333492279053,0.2666666805744171,0.2666666805744171,288.0,1.0,74752,0,0,,,,,,
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,xor,1,1024,64,4,30,cosine,uniform,1,32,0,0.2549999952316284,0.3125000298023224,-0.03436928987503052,0.9692302275998229,0.005,0.3125000298023224,0.2875000238418579,0.2916666865348816,288.0,1.0,74752,0,0,,,,,,
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,xor,1,1024,128,4,30,cosine,uniform,1,32,0,0.5349999666213989,0.5208333730697632,-0.02166133187711239,0.9972900015074793,0.157,0.5208333730697632,0.5125000476837158,0.5166667103767395,528.0,1.0,136192,798720,24704,1.0,128.0,,,,
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,xor,1,1024,128,4,30,cosine,uniform,1,32,0,0.5600000023841858,0.46666669845581055,-0.06516210734844208,0.910342105591977,0.159,0.4541666805744171,0.46250003576278687,0.46250003576278687,528.0,1.0,136192,798720,24704,1.0,128.0,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.2849999964237213,0.2708333432674408,-0.02800070121884346,0.9731025124901694,0.005,0.28333336114883423,0.2708333432674408,0.2916666865348816,272.0,1.0,70656,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.3799999952316284,0.4208333492279053,-0.01551838032901287,0.6095707974617838,0.011,0.34583336114883423,0.38333335518836975,0.40000003576278687,276.0,32.0,70656,0,0,,,,,,
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.26999998092651367,0.23750001192092896,-0.03516079857945442,0.9199041274787858,0.016,0.25,0.2291666716337204,0.24166667461395264,272.5,1.0,70784,0,0,,,,,,
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.2449999898672104,0.23750001192092896,-0.04410387948155403,0.9369554442591131,0.048,0.25416669249534607,0.2458333522081375,0.21666668355464935,272.5,1.0,70784,0,0,,,,,,
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.25,0.22083334624767303,-0.06864874064922333,0.9314522482863553,0.135,0.22083334624767303,0.25416669249534607,0.22500000894069672,272.5,1.0,70784,0,0,,,,,,
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.32499998807907104,0.25833335518836975,-0.059943728148937225,0.9355303944798211,0.069,0.25416669249534607,0.21666668355464935,0.24166667461395264,272.5,1.0,70784,0,0,,,,,,
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.2549999952316284,0.2291666716337204,-0.03912677243351936,0.949567579415387,0.07,0.25833335518836975,0.24166667461395264,0.2291666716337204,272.5,1.0,70784,0,0,,,,,,
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.26999998092651367,0.1875000149011612,-0.07484689354896545,0.9176753556657298,0.069,0.23333334922790527,0.21250000596046448,0.1875000149011612,272.5,1.0,70784,0,0,,,,,,
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.2849999964237213,0.2708333432674408,-0.02800070121884346,0.9731025124901694,0.005,0.28333336114883423,0.2708333432674408,0.2916666865348816,272.0,1.0,70656,0,0,,,,,,
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.2849999964237213,0.2708333432674408,-0.02800070121884346,0.9731025124901694,0.007,0.28333336114883423,0.2708333432674408,0.2916666865348816,272.0,1.0,70656,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.2750000059604645,0.26250001788139343,-0.03836801275610924,0.9749142859080384,0.017,0.23750001192092896,0.25833335518836975,0.25833335518836975,272.0,1.0,70656,0,0,,,,,,
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.3050000071525574,0.2708333432674408,-0.03259260207414627,0.9723396337077402,0.053,0.23750001192092896,0.25833335518836975,0.2666666805744171,272.0,1.0,70656,0,0,,,,,,
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.3050000071525574,0.2708333432674408,-0.03259260207414627,0.9723396337077402,0.197,0.23750001192092896,0.25833335518836975,0.2666666805744171,272.0,1.0,70656,0,0,,,,,,
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.23999999463558197,0.26250001788139343,-0.028000326827168465,0.973089383974022,0.005,0.2708333432674408,0.2291666716337204,0.2916666865348816,288.0,1.0,74752,0,0,,,,,,
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.22999998927116394,0.30416667461395264,-0.028869954869151115,0.9728865752879582,0.005,0.30416667461395264,0.28333336114883423,0.3375000059604645,288.0,1.0,74752,0,0,,,,,,
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,xor,2,1024,64,4,30,cosine,uniform,1,32,0,0.2849999964237213,0.2875000238418579,-0.02842128463089466,0.9705267405276329,0.005,0.2875000238418579,0.28333336114883423,0.2958333492279053,288.0,1.0,74752,0,0,,,,,,
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,xor,2,1024,128,4,30,cosine,uniform,1,32,0,0.45499998331069946,0.4791666865348816,-0.06012105941772461,0.9973726979573928,0.157,0.4791666865348816,0.4958333671092987,0.47083336114883423,528.0,1.0,136192,798720,24704,1.0,128.0,,,,
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,xor,2,1024,128,4,30,cosine,uniform,1,32,0,0.41999998688697815,0.4750000238418579,-0.09705593436956406,0.8952608415195453,0.159,0.42916667461395264,0.48750001192092896,0.4833333492279053,528.0,1.0,136192,798720,24704,1.0,128.0,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9926666617393494,0.2523500323295593,0.9389883125250222,0.013,0.981333315372467,0.9746666550636292,0.9926666617393494,376.0,1.0,97280,0,0,1.0,64.0,0.9146666526794434,0.14865370094776154,0.6553333401679993,0.4726666510105133
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9946666359901428,0.13805919885635376,0.656032741500568,0.03,0.9819999933242798,0.9706666469573975,0.9873332977294922,380.0,32.0,97280,0,0,,,0.918666660785675,0.07048854231834412,0.4880000054836273,0.09799999743700027
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.996666669845581,0.3800140619277954,0.7443870944747204,0.056,0.9886666536331177,0.9826666712760925,0.996666669845581,376.5,1.0,97408,0,0,,,0.9466666579246521,0.23047305643558502,0.6486666798591614,0.38866665959358215
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.41381484270095825,0.7179938872161373,0.203,0.9886666536331177,0.9819999933242798,0.9959999918937683,376.5,1.0,97408,0,0,,,0.9459999799728394,0.2462650090456009,0.637333333492279,0.36533331871032715
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9953333139419556,0.44136491417884827,0.6990334797796182,0.594,0.9873332977294922,0.9819999933242798,0.9953333139419556,376.5,1.0,97408,0,0,,,0.9419999718666077,0.25622227787971497,0.6073333024978638,0.3373333215713501
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.996666669845581,0.42423102259635925,0.7075933151403783,0.302,0.9860000014305115,0.981333315372467,0.9973333477973938,376.5,1.0,97408,0,0,,,0.9399999976158142,0.24492627382278442,0.6053333282470703,0.335999995470047
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.4056469798088074,0.7284659913909813,0.301,0.9893333315849304,0.9853333234786987,0.996666669845581,376.5,1.0,97408,0,0,,,0.9473333358764648,0.2410030961036682,0.621999979019165,0.3499999940395355
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.423289954662323,0.7121726118167877,0.3,0.9866666793823242,0.9853333234786987,0.996666669845581,376.5,1.0,97408,0,0,,,0.9480000138282776,0.254094660282135,0.659333348274231,0.4013333320617676
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9926666617393494,0.2523500323295593,0.9389883125250222,0.007,0.981333315372467,0.9746666550636292,0.9926666617393494,376.0,1.0,97280,0,0,,,0.9146666526794434,0.14865370094776154,0.6553333401679993,0.4726666510105133
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9919999837875366,0.25198572874069214,0.9397301443975552,0.009,0.9766666293144226,0.9806666374206543,0.9919999837875366,376.0,1.0,97280,0,0,,,0.9359999895095825,0.1572950929403305,0.6739999651908875,0.5
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9946666359901428,0.2516322135925293,0.937530604755979,0.019,0.981333315372467,0.9766666293144226,0.9933333396911621,376.0,1.0,97280,0,0,,,0.9279999732971191,0.15375378727912903,0.653333306312561,0.4619999825954437
