spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,acc_noise_0.5,acc_drop_0.2,acc_flip_0.05,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9946666359901428,0.2516322135925293,0.937530604755979,0.058,0.981333315372467,0.9766666293144226,0.9933333396911621,376.0,1.0,97280,0,0,,,0.9279999732971191,0.15375378727912903,0.653333306312561,0.4619999825954437
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9959999918937683,0.25283917784690857,0.9359314246659878,0.214,0.9826666712760925,0.9793333411216736,0.9946666359901428,376.0,1.0,97280,0,0,,,0.9193333387374878,0.15332093834877014,0.6546666622161865,0.4699999988079071
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9926666617393494,0.2517557144165039,0.9379875169373509,0.007,0.9786666631698608,0.9760000109672546,0.9913333058357239,392.0,1.0,101376,0,0,,,0.9133332967758179,0.14781378209590912,0.65666663646698,0.48266667127609253
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9926666617393494,0.25084400177001953,0.9350768870932198,0.006,0.9779999852180481,0.972000002861023,0.9926666617393494,392.0,1.0,101376,0,0,,,0.9120000004768372,0.14613725244998932,0.6513333320617676,0.4860000014305115
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9908333420753479,0.9926666617393494,0.24726121127605438,0.9216390684337099,0.006,0.9753333330154419,0.9726666808128357,0.9913333058357239,392.0,1.0,101376,0,0,,,0.90666663646698,0.14096777141094208,0.6313333511352539,0.4506666660308838
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,shift,0,1024,128,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9940000176429749,0.5348727107048035,0.9576575010392084,0.676,0.9926666617393494,0.9953333139419556,0.9933333396911621,632.0,1.0,162816,798720,24704,1.0,128.0,0.9440000057220459,0.33504995703697205,0.6726666688919067,0.421999990940094
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,shift,0,1024,128,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9940000176429749,0.5099729895591736,0.9227175376898098,0.696,0.9940000176429749,0.9940000176429749,0.9940000176429749,632.0,1.0,162816,798720,24704,1.0,128.0,0.9459999799728394,0.31664401292800903,0.6506666541099548,0.41466665267944336
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.013,0.9853333234786987,0.9713333249092102,0.9919999837875366,376.0,1.0,97280,0,0,1.0,64.0,0.9273332953453064,0.1465594619512558,0.6426666378974915,0.3100000023841858
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9926666617393494,0.13519887626171112,0.6495470274553127,0.028,0.9886666536331177,0.9733332991600037,0.9879999756813049,380.0,32.0,97280,0,0,,,0.8913333415985107,0.06106029078364372,0.4740000069141388,0.12466666847467422
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9959999918937683,0.3831605613231659,0.7515188476288065,0.053,0.9906666278839111,0.9806666374206543,0.9940000176429749,376.5,1.0,97408,0,0,,,0.937999963760376,0.22135823965072632,0.6060000061988831,0.2706666588783264
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.41619986295700073,0.7269963435316606,0.177,0.9879999756813049,0.9800000190734863,0.9953333139419556,376.5,1.0,97408,0,0,,,0.9393333196640015,0.24281266331672668,0.6213333010673523,0.28599998354911804
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9979999661445618,0.44690001010894775,0.7073052953487174,0.508,0.9893333315849304,0.9793333411216736,0.9959999918937683,376.5,1.0,97408,0,0,,,0.9353333115577698,0.2598588764667511,0.6186666488647461,0.2840000092983246
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.4300421476364136,0.7187464903075971,0.265,0.9900000095367432,0.9800000190734863,0.996666669845581,376.5,1.0,97408,0,0,,,0.937333345413208,0.2490064650774002,0.6033333539962769,0.25599998235702515
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.40905672311782837,0.7384282202936443,0.266,0.9913333058357239,0.9819999933242798,0.9940000176429749,376.5,1.0,97408,0,0,,,0.9426666498184204,0.23669658601284027,0.612666666507721,0.281333327293396
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.43087467551231384,0.7177584152383654,0.267,0.9893333315849304,0.9773333072662354,0.9953333139419556,376.5,1.0,97408,0,0,,,0.9399999976158142,0.25352126359939575,0.6359999775886536,0.2746666669845581
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.016,0.9853333234786987,0.9713333249092102,0.9919999837875366,376.0,1.0,97280,0,0,,,0.9273332953453064,0.1465594619512558,0.6426666378974915,0.3100000023841858
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9940000176429749,0.25204211473464966,0.9370566646278355,0.009,0.9826666712760925,0.9733332991600037,0.9926666617393494,376.0,1.0,97280,0,0,,,0.9239999651908875,0.14898742735385895,0.6446666717529297,0.3173333406448364
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9940000176429749,0.25204211473464966,0.9370566646278355,0.019,0.9826666712760925,0.9733332991600037,0.9926666617393494,376.0,1.0,97280,0,0,,,0.9239999651908875,0.14898742735385895,0.6446666717529297,0.3173333406448364
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9919999837875366,0.250376433134079,0.9383360868257244,0.057,0.9833333492279053,0.9699999690055847,0.9906666278839111,376.0,1.0,97280,0,0,,,0.9486666321754456,0.15349547564983368,0.7073333263397217,0.42933332920074463
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9919999837875366,0.250376433134079,0.9383360868257244,0.213,0.9833333492279053,0.9699999690055847,0.9906666278839111,376.0,1.0,97280,0,0,,,0.9486666321754456,0.15349547564983368,0.7073333263397217,0.42933332920074463
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9933333396911621,0.2495531588792801,0.9342751835246874,0.007,0.9860000014305115,0.9699999690055847,0.9906666278839111,392.0,1.0,101376,0,0,,,0.9326666593551636,0.14722293615341187,0.6599999666213989,0.3413333296775818
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9926666617393494,0.24844864010810852,0.9311114239319388,0.007,0.9826666712760925,0.9706666469573975,0.9906666278839111,392.0,1.0,101376,0,0,,,0.9340000152587891,0.1474180966615677,0.668666660785675,0.3766666650772095
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9906666278839111,0.24474108219146729,0.9174470438853647,0.007,0.9826666712760925,0.9679999947547913,0.9913333058357239,392.0,1.0,101376,0,0,,,0.9340000152587891,0.14517977833747864,0.6913333535194397,0.41999998688697815
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,shift,1,1024,128,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.5483806729316711,0.9496264641353142,0.601,0.9919999837875366,0.9979999661445618,0.996666669845581,632.0,1.0,162816,798720,24704,1.0,128.0,0.9206666350364685,0.33676424622535706,0.5953333377838135,0.3019999861717224
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,shift,1,1024,128,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.5322762131690979,0.9262051571636937,0.622,0.9959999918937683,0.996666669845581,0.996666669845581,632.0,1.0,162816,798720,24704,1.0,128.0,0.9226666688919067,0.3374650776386261,0.6233333349227905,0.3233333230018616
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.24954192340373993,0.9378104023303181,0.01,0.9853333234786987,0.9793333411216736,0.9933333396911621,376.0,1.0,97280,0,0,1.0,64.0,0.9359999895095825,0.14769744873046875,0.6866666674613953,0.4126666486263275
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.996666669845581,0.09204123914241791,0.64341082849769,0.041,0.9826666712760925,0.9806666374206543,0.9800000190734863,380.0,32.0,97280,0,0,,,0.9353333115577698,0.0597657784819603,0.6779999732971191,0.3766666650772095
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.37620019912719727,0.7498765033847872,0.056,0.984666645526886,0.9879999756813049,0.9973333477973938,376.5,1.0,97408,0,0,,,0.9353333115577698,0.22528885304927826,0.6420000195503235,0.3919999897480011
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9959999918937683,0.40773460268974304,0.7262283913977073,0.203,0.9853333234786987,0.9873332977294922,0.996666669845581,376.5,1.0,97408,0,0,,,0.9366666674613953,0.24370616674423218,0.6446666717529297,0.3933333158493042
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9959999918937683,0.43572551012039185,0.707432714284917,0.595,0.9866666793823242,0.9853333234786987,0.996666669845581,376.5,1.0,97408,0,0,,,0.9353333115577698,0.26024436950683594,0.65666663646698,0.4153333306312561
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.419168621301651,0.7173234473865354,0.301,0.9839999675750732,0.9860000014305115,0.996666669845581,376.5,1.0,97408,0,0,,,0.9293333292007446,0.24684248864650726,0.637333333492279,0.3813333213329315
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.40207481384277344,0.7369450282377715,0.301,0.9873332977294922,0.9893333315849304,0.9973333477973938,376.5,1.0,97408,0,0,,,0.937999963760376,0.24073559045791626,0.6486666798591614,0.39933332800865173
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.4185284376144409,0.7195902760231798,0.302,0.9866666793823242,0.9833333492279053,0.996666669845581,376.5,1.0,97408,0,0,,,0.9319999814033508,0.2504478991031647,0.637333333492279,0.38199999928474426
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.24954192340373993,0.9378104023303181,0.006,0.9853333234786987,0.9793333411216736,0.9933333396911621,376.0,1.0,97280,0,0,,,0.9359999895095825,0.14769744873046875,0.6866666674613953,0.4126666486263275
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9953333139419556,0.24993857741355896,0.9405392450274368,0.009,0.9819999933242798,0.981333315372467,0.9953333139419556,376.0,1.0,97280,0,0,,,0.9419999718666077,0.15301275253295898,0.7020000219345093,0.43933331966400146
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9940000176429749,0.24987410008907318,0.9364643794579691,0.019,0.984666645526886,0.9806666374206543,0.9933333396911621,376.0,1.0,97280,0,0,,,0.9419999718666077,0.1504993438720703,0.6739999651908875,0.4519999921321869
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9953333139419556,0.25337234139442444,0.9378349094904208,0.058,0.981333315372467,0.981333315372467,0.9933333396911621,376.0,1.0,97280,0,0,,,0.9300000071525574,0.15609537065029144,0.7086666822433472,0.4699999988079071
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9940000176429749,0.2500399649143219,0.9376566689613902,0.213,0.9786666631698608,0.9806666374206543,0.9940000176429749,376.0,1.0,97280,0,0,,,0.9326666593551636,0.14912578463554382,0.659333348274231,0.382666677236557
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9953333139419556,0.24869519472122192,0.9366633677536144,0.006,0.984666645526886,0.9793333411216736,0.9940000176429749,392.0,1.0,101376,0,0,,,0.9340000152587891,0.14687977731227875,0.6773333549499512,0.3813333213329315
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9953333139419556,0.24789603054523468,0.9329174741623669,0.006,0.9833333492279053,0.9786666631698608,0.9953333139419556,392.0,1.0,101376,0,0,,,0.9326666593551636,0.1459474414587021,0.6713333129882812,0.3426666557788849
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9933333396911621,0.9940000176429749,0.2444537878036499,0.9201576404110929,0.006,0.9826666712760925,0.9779999852180481,0.9933333396911621,392.0,1.0,101376,0,0,,,0.9259999990463257,0.14170286059379578,0.640666663646698,0.2906666696071625
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,shift,2,1024,128,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9959999918937683,0.5331367254257202,0.9583183136478441,0.682,0.9940000176429749,0.996666669845581,0.9953333139419556,632.0,1.0,162816,798720,24704,1.0,128.0,0.9366666674613953,0.34712523221969604,0.6473333239555359,0.3553333282470703
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,shift,2,1024,128,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.5163149237632751,0.9242012416607941,0.621,0.9953333139419556,0.9953333139419556,0.996666669845581,632.0,1.0,162816,798720,24704,1.0,128.0,0.9340000152587891,0.33257922530174255,0.6193333268165588,0.3266666531562805
