spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,proj,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18,nmi,ari,auroc
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7391666769981384,0.7513332962989807,0.08601566404104233,0.7076524867570744,0.287,1504.5,1.0,389248,0,0,,,learned,,,,,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7391666769981384,0.7513332962989807,0.08601566404104233,0.7076524867570744,0.293,1504.5,4.0,393344,0,0,,,learned,,,,,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7391666769981384,0.7513332962989807,0.08601566404104233,0.7076524867570744,0.35,1504.5,2.0,393344,0,0,,,learned,,,,,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7391666769981384,0.7513332962989807,0.08601566404104233,0.7076524867570744,0.296,1504.5,1.0,393344,0,0,,,learned,,,,,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.5541666746139526,0.5766666531562805,0.011466782540082932,0.7991271638301248,0.011,94.0,1.0,24320,0,0,1.0,64.0,gauss,,,,,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.5541666746139526,0.5766666531562805,0.011466782540082932,0.7991271638301248,0.009,94.0,4.0,24576,0,0,,,gauss,,,,,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.5541666746139526,0.5766666531562805,0.011466782540082932,0.7991271638301248,0.01,94.0,2.0,24576,0,0,,,gauss,,,,,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.5541666746139526,0.5766666531562805,0.011466782540082932,0.7991271638301248,0.009,94.0,1.0,24576,0,0,,,gauss,,,,,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.5300000309944153,0.5433333516120911,-0.0043145776726305485,0.597098712450098,0.032,95.0,32.0,24320,0,0,,,signrff,,,,,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.5416666865348816,0.5426666736602783,-0.002909525763243437,0.5969429748596837,0.033,95.0,4.0,24576,0,0,,,signrff,,,,,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.40833333134651184,0.414000004529953,-0.06031504273414612,0.5682086159897766,0.034,95.0,2.0,24576,0,0,,,signrff,,,,,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.38333335518836975,0.39399999380111694,-0.025722136721014977,0.503373435994097,0.032,95.0,1.0,24576,0,0,,,signrff,,,,,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.11166667193174362,0.10999999940395355,-0.022078311070799828,0.001984136101067412,0.032,94.03,1.0,24320,0,0,,,fpe_b1,,,,,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.11166667193174362,0.10999999940395355,-0.022078311070799828,0.001984136101067412,0.033,94.03,4.0,24576,0,0,,,fpe_b1,,,,,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.11166667193174362,0.10999999940395355,-0.022078311070799828,0.001984136101067412,0.034,94.03,2.0,24576,0,0,,,fpe_b1,,,,,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.11166667193174362,0.10999999940395355,-0.022078311070799828,0.001984136101067412,0.032,94.03,1.0,24576,0,0,,,fpe_b1,,,,,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.7075000405311584,0.7086666822433472,0.07567369192838669,0.6313859829140973,0.268,94.5,1.0,24448,0,0,,,learned,,,,,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.7075000405311584,0.7086666822433472,0.07567369192838669,0.6313859829140973,0.263,94.5,4.0,24704,0,0,,,learned,,,,,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.7075000405311584,0.7086666822433472,0.07567369192838669,0.6313859829140973,0.262,94.5,2.0,24704,0,0,,,learned,,,,,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,fine,2,256,64,30,30,cosine,uniform,1,32,0,0.7075000405311584,0.7086666822433472,0.07567369192838669,0.6313859829140973,0.26,94.5,1.0,24704,0,0,,,learned,,,,,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.6800000071525574,0.7099999785423279,0.04239689186215401,0.9348585442244072,0.009,376.0,1.0,97280,0,0,1.0,64.0,gauss,,,,,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.6800000071525574,0.7099999785423279,0.04239689186215401,0.9348585442244072,0.01,376.0,4.0,98304,0,0,,,gauss,,,,,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.6800000071525574,0.7099999785423279,0.04239689186215401,0.9348585442244072,0.013,376.0,2.0,98304,0,0,,,gauss,,,,,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.6800000071525574,0.7099999785423279,0.04239689186215401,0.9348585442244072,0.009,376.0,1.0,98304,0,0,,,gauss,,,,,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.6974999904632568,0.7013333439826965,0.007283640559762716,0.6189879753829161,0.033,380.0,32.0,97280,0,0,,,signrff,,,,,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.705833375453949,0.6926666498184204,0.007286895532160997,0.6185280398553469,0.034,380.0,4.0,98304,0,0,,,signrff,,,,,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.6816666722297668,0.6913333535194397,0.0072297896258533,0.606294082445936,0.036,380.0,2.0,98304,0,0,,,signrff,,,,,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.6616666913032532,0.6693333387374878,0.006336830090731382,0.5826271418370781,0.032,380.0,1.0,98304,0,0,,,signrff,,,,,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.2683333456516266,0.26866665482521057,-0.00721285305917263,0.006384622327574739,0.033,376.12,1.0,97280,0,0,,,fpe_b1,,,,,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.2683333456516266,0.26866665482521057,-0.00721285305917263,0.006384622327574739,0.035,376.12,4.0,98304,0,0,,,fpe_b1,,,,,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.2683333456516266,0.26866665482521057,-0.00721285305917263,0.006384622327574739,0.038,376.12,2.0,98304,0,0,,,fpe_b1,,,,,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.2683333456516266,0.26866665482521057,-0.00721285305917263,0.006384622327574739,0.034,376.12,1.0,98304,0,0,,,fpe_b1,,,,,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.7291666865348816,0.7266666293144226,0.08433359861373901,0.6857094812634889,0.294,376.5,1.0,97408,0,0,,,learned,,,,,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.7291666865348816,0.7266666293144226,0.08433359861373901,0.6857094812634889,0.306,376.5,4.0,98432,0,0,,,learned,,,,,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.7291666865348816,0.7266666293144226,0.08433359861373901,0.6857094812634889,0.304,376.5,2.0,98432,0,0,,,learned,,,,,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,fine,2,1024,64,30,30,cosine,uniform,1,32,0,0.7291666865348816,0.7266666293144226,0.08433359861373901,0.6857094812634889,0.273,376.5,1.0,98432,0,0,,,learned,,,,,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.7273333072662354,0.048547547310590744,0.9827869294110249,0.017,1504.0,1.0,389120,0,0,1.0,64.0,gauss,,,,,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.7273333072662354,0.048547547310590744,0.9827869294110249,0.031,1504.0,4.0,393216,0,0,,,gauss,,,,,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.7273333072662354,0.048547547310590744,0.9827869294110249,0.048,1504.0,2.0,393216,0,0,,,gauss,,,,,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.7273333072662354,0.048547547310590744,0.9827869294110249,0.018,1504.0,1.0,393216,0,0,,,gauss,,,,,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.6991666555404663,0.7080000042915344,0.008352422155439854,0.6594230673357097,0.042,1520.0,32.0,389120,0,0,,,signrff,,,,,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7008333206176758,0.7080000042915344,0.008384855464100838,0.6593888875436985,0.055,1520.0,4.0,393216,0,0,,,signrff,,,,,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7166666984558105,0.7213333249092102,0.008661911822855473,0.65970854932793,0.075,1520.0,2.0,393216,0,0,,,signrff,,,,,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7150000333786011,0.7173333168029785,0.008795157074928284,0.652856981459255,0.04,1520.0,1.0,393216,0,0,,,signrff,,,,,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.4891666769981384,0.49533331394195557,0.0006095634889788926,0.006502784705542952,0.039,1504.5,1.0,389120,0,0,,,fpe_b1,,,,,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.4891666769981384,0.49533331394195557,0.0006095634889788926,0.006502784705542952,0.053,1504.5,4.0,393216,0,0,,,fpe_b1,,,,,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.4891666769981384,0.49533331394195557,0.0006095634889788926,0.006502784705542952,0.07,1504.5,2.0,393216,0,0,,,fpe_b1,,,,,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.4891666769981384,0.49533331394195557,0.0006095634889788926,0.006502784705542952,0.04,1504.5,1.0,393216,0,0,,,fpe_b1,,,,,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7308333516120911,0.7379999756813049,0.08537669479846954,0.7011714740713006,0.318,1504.5,1.0,389248,0,0,,,learned,,,,,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7308333516120911,0.7379999756813049,0.08537669479846954,0.7011714740713006,0.313,1504.5,4.0,393344,0,0,,,learned,,,,,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7308333516120911,0.7379999756813049,0.08537669479846954,0.7011714740713006,0.351,1504.5,2.0,393344,0,0,,,learned,,,,,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7308333516120911,0.7379999756813049,0.08537669479846954,0.7011714740713006,0.286,1504.5,1.0,393344,0,0,,,learned,,,,,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9808333516120911,0.9746666550636292,0.2254595309495926,0.8196357294635678,0.007,94.0,1.0,24320,0,0,1.0,64.0,gauss,0.8653333187103271,0.12633129954338074,0.5773333311080933,0.335999995470047,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9808333516120911,0.9746666550636292,0.2254595309495926,0.8196357294635678,0.006,94.0,4.0,24576,0,0,,,gauss,0.8653333187103271,0.12633129954338074,0.5773333311080933,0.335999995470047,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9808333516120911,0.9746666550636292,0.2254595309495926,0.8196357294635678,0.007,94.0,2.0,24576,0,0,,,gauss,0.8653333187103271,0.12633129954338074,0.5773333311080933,0.335999995470047,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9808333516120911,0.9746666550636292,0.2254595309495926,0.8196357294635678,0.006,94.0,1.0,24576,0,0,,,gauss,0.8653333187103271,0.12633129954338074,0.5773333311080933,0.335999995470047,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9825000166893005,0.9800000190734863,0.08675871044397354,0.5949674282333537,0.027,95.0,32.0,24320,0,0,,,signrff,0.8320000171661377,0.04760569706559181,0.47200000286102295,0.15533332526683807,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9779999852180481,0.08656472712755203,0.5937145161956912,0.027,95.0,4.0,24576,0,0,,,signrff,0.8320000171661377,0.04736489802598953,0.46799999475479126,0.1599999964237213,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9750000238418579,0.9726666808128357,0.08124751597642899,0.5647359454166551,0.028,95.0,2.0,24576,0,0,,,signrff,0.8086666464805603,0.04266009479761124,0.4466666579246521,0.14266666769981384,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9550000429153442,0.9646666646003723,0.07355653494596481,0.5153425005793312,0.026,95.0,1.0,24576,0,0,,,signrff,0.7826666831970215,0.037452202290296555,0.4313333332538605,0.13333332538604736,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.7325000166893005,0.7206666469573975,0.03143619745969772,0.02537301424741957,0.028,94.03,1.0,24320,0,0,,,fpe_b1,0.2253333330154419,-0.03260466828942299,0.03399999812245369,0.0279999990016222,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.7325000166893005,0.7206666469573975,0.03143619745969772,0.02537301424741957,0.028,94.03,4.0,24576,0,0,,,fpe_b1,0.2253333330154419,-0.03260466828942299,0.03399999812245369,0.0279999990016222,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.7325000166893005,0.7206666469573975,0.03143619745969772,0.02537301424741957,0.029,94.03,2.0,24576,0,0,,,fpe_b1,0.2253333330154419,-0.03260466828942299,0.03399999812245369,0.0279999990016222,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.7325000166893005,0.7206666469573975,0.03143619745969772,0.02537301424741957,0.028,94.03,1.0,24576,0,0,,,fpe_b1,0.2253333330154419,-0.03260466828942299,0.03399999812245369,0.0279999990016222,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9953333139419556,0.4184929132461548,0.6739255273908373,0.26,94.5,1.0,24448,0,0,,,learned,0.9319999814033508,0.24420836567878723,0.6153333187103271,0.3499999940395355,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9953333139419556,0.4184929132461548,0.6739255273908373,0.258,94.5,4.0,24704,0,0,,,learned,0.9319999814033508,0.24420836567878723,0.6153333187103271,0.3499999940395355,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9953333139419556,0.4184929132461548,0.6739255273908373,0.253,94.5,2.0,24704,0,0,,,learned,0.9319999814033508,0.24420836567878723,0.6153333187103271,0.3499999940395355,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,shift,0,256,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9953333139419556,0.4184929132461548,0.6739255273908373,0.255,94.5,1.0,24704,0,0,,,learned,0.9319999814033508,0.24420836567878723,0.6153333187103271,0.3499999940395355,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9926666617393494,0.2523500323295593,0.9389883125250222,0.007,376.0,1.0,97280,0,0,1.0,64.0,gauss,0.9146666526794434,0.14865370094776154,0.6553333401679993,0.4726666510105133,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9926666617393494,0.2523500323295593,0.9389883125250222,0.008,376.0,4.0,98304,0,0,,,gauss,0.9146666526794434,0.14865370094776154,0.6553333401679993,0.4726666510105133,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9926666617393494,0.2523500323295593,0.9389883125250222,0.011,376.0,2.0,98304,0,0,,,gauss,0.9146666526794434,0.14865370094776154,0.6553333401679993,0.4726666510105133,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9926666617393494,0.2523500323295593,0.9389883125250222,0.007,376.0,1.0,98304,0,0,,,gauss,0.9146666526794434,0.14865370094776154,0.6553333401679993,0.4726666510105133,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9946666359901428,0.09601746499538422,0.6740444043870121,0.027,380.0,32.0,97280,0,0,,,signrff,0.9353333115577698,0.062306929379701614,0.6399999856948853,0.33666667342185974,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9946666359901428,0.09582053869962692,0.673268055926859,0.028,380.0,4.0,98304,0,0,,,signrff,0.9353333115577698,0.062230076640844345,0.6399999856948853,0.3333333432674408,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9940000176429749,0.09161529690027237,0.6616017019251776,0.031,380.0,2.0,98304,0,0,,,signrff,0.9286666512489319,0.059700317680835724,0.6380000114440918,0.33133333921432495,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9913333058357239,0.08584035187959671,0.6412728077298255,0.027,380.0,1.0,98304,0,0,,,signrff,0.9233333468437195,0.0542534738779068,0.621999979019165,0.30266666412353516,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.9626666307449341,0.06662259995937347,0.04137796599816011,0.027,376.12,1.0,97280,0,0,,,fpe_b1,0.6213333010673523,0.010593442246317863,0.0793333351612091,0.025333333760499954,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.9626666307449341,0.06662259995937347,0.04137796599816011,0.028,376.12,4.0,98304,0,0,,,fpe_b1,0.6213333010673523,0.010593442246317863,0.0793333351612091,0.025333333760499954,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.9626666307449341,0.06662259995937347,0.04137796599816011,0.031,376.12,2.0,98304,0,0,,,fpe_b1,0.6213333010673523,0.010593442246317863,0.0793333351612091,0.025333333760499954,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.9626666307449341,0.06662259995937347,0.04137796599816011,0.027,376.12,1.0,98304,0,0,,,fpe_b1,0.6213333010673523,0.010593442246317863,0.0793333351612091,0.025333333760499954,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.4248325824737549,0.7107328237919461,0.277,376.5,1.0,97408,0,0,,,learned,0.9466666579246521,0.2507251501083374,0.6326666474342346,0.35733333230018616,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.4248325824737549,0.7107328237919461,0.282,376.5,4.0,98432,0,0,,,learned,0.9466666579246521,0.2507251501083374,0.6326666474342346,0.35733333230018616,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.4248325824737549,0.7107328237919461,0.264,376.5,2.0,98432,0,0,,,learned,0.9466666579246521,0.2507251501083374,0.6326666474342346,0.35733333230018616,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,shift,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.4248325824737549,0.7107328237919461,0.26,376.5,1.0,98432,0,0,,,learned,0.9466666579246521,0.2507251501083374,0.6326666474342346,0.35733333230018616,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9959999918937683,0.260096937417984,0.9832167550986861,0.015,1504.0,1.0,389120,0,0,1.0,64.0,gauss,0.9286666512489319,0.15376679599285126,0.6466666460037231,0.4493333399295807,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9959999918937683,0.260096937417984,0.9832167550986861,0.029,1504.0,4.0,393216,0,0,,,gauss,0.9286666512489319,0.15376679599285126,0.6466666460037231,0.4493333399295807,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9959999918937683,0.260096937417984,0.9832167550986861,0.046,1504.0,2.0,393216,0,0,,,gauss,0.9286666512489319,0.15376679599285126,0.6466666460037231,0.4493333399295807,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9959999918937683,0.260096937417984,0.9832167550986861,0.016,1504.0,1.0,393216,0,0,,,gauss,0.9286666512489319,0.15376679599285126,0.6466666460037231,0.4493333399295807,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.09646595269441605,0.6958375287967298,0.035,1520.0,32.0,389120,0,0,,,signrff,0.9459999799728394,0.06381978839635849,0.6579999923706055,0.41200000047683716,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.0963076576590538,0.6959117999106345,0.049,1520.0,4.0,393216,0,0,,,signrff,0.9440000057220459,0.0637204721570015,0.6586666703224182,0.414000004529953,,,
