spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,proj,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18,nmi,ari,auroc
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.09265696257352829,0.6923904022907325,0.07,1520.0,2.0,393216,0,0,,,signrff,0.9426666498184204,0.06119735166430473,0.6486666798591614,0.41066667437553406,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.0877249464392662,0.6842001241920584,0.036,1520.0,1.0,393216,0,0,,,signrff,0.9419999718666077,0.05682472512125969,0.656000018119812,0.4033333361148834,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.98416668176651,0.9886666536331177,0.07655137777328491,0.04546359113093857,0.035,1504.5,1.0,389120,0,0,,,fpe_b1,0.8320000171661377,0.024287933483719826,0.15066666901111603,0.03866666555404663,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.98416668176651,0.9886666536331177,0.07655137777328491,0.04546359113093857,0.049,1504.5,4.0,393216,0,0,,,fpe_b1,0.8320000171661377,0.024287933483719826,0.15066666901111603,0.03866666555404663,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.98416668176651,0.9886666536331177,0.07655137777328491,0.04546359113093857,0.066,1504.5,2.0,393216,0,0,,,fpe_b1,0.8320000171661377,0.024287933483719826,0.15066666901111603,0.03866666555404663,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.98416668176651,0.9886666536331177,0.07655137777328491,0.04546359113093857,0.036,1504.5,1.0,393216,0,0,,,fpe_b1,0.8320000171661377,0.024287933483719826,0.15066666901111603,0.03866666555404663,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.422369122505188,0.7218628986878775,0.273,1504.5,1.0,389248,0,0,,,learned,0.9459999799728394,0.2473200261592865,0.6200000047683716,0.35999998450279236,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.422369122505188,0.7218628986878775,0.285,1504.5,4.0,393344,0,0,,,learned,0.9459999799728394,0.2473200261592865,0.6200000047683716,0.35999998450279236,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.422369122505188,0.7218628986878775,0.303,1504.5,2.0,393344,0,0,,,learned,0.9459999799728394,0.2473200261592865,0.6200000047683716,0.35999998450279236,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.422369122505188,0.7218628986878775,0.28,1504.5,1.0,393344,0,0,,,learned,0.9459999799728394,0.2473200261592865,0.6200000047683716,0.35999998450279236,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9753333330154419,0.22000658512115479,0.8106204610052659,0.007,94.0,1.0,24320,0,0,1.0,64.0,gauss,0.887333333492279,0.12703071534633636,0.6206666827201843,0.3493333160877228,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9753333330154419,0.22000658512115479,0.8106204610052659,0.006,94.0,4.0,24576,0,0,,,gauss,0.887333333492279,0.12703071534633636,0.6206666827201843,0.3493333160877228,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9753333330154419,0.22000658512115479,0.8106204610052659,0.007,94.0,2.0,24576,0,0,,,gauss,0.887333333492279,0.12703071534633636,0.6206666827201843,0.3493333160877228,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9753333330154419,0.22000658512115479,0.8106204610052659,0.006,94.0,1.0,24576,0,0,,,gauss,0.887333333492279,0.12703071534633636,0.6206666827201843,0.3493333160877228,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9806666374206543,0.09453260898590088,0.620803895638114,0.023,95.0,32.0,24320,0,0,,,signrff,0.7833333015441895,0.03766584396362305,0.32999998331069946,0.10333333164453506,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9833333492279053,0.9806666374206543,0.09436141699552536,0.6203486385036889,0.024,95.0,4.0,24576,0,0,,,signrff,0.7826666831970215,0.037668995559215546,0.33266666531562805,0.10199999809265137,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9800000190734863,0.9806666374206543,0.08823239803314209,0.5865439729686331,0.025,95.0,2.0,24576,0,0,,,signrff,0.7646666765213013,0.034420594573020935,0.33133333921432495,0.10333333164453506,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9708333611488342,0.9626666307449341,0.0781780332326889,0.5408758808050295,0.024,95.0,1.0,24576,0,0,,,signrff,0.7266666293144226,0.02849847450852394,0.3073333203792572,0.09866666793823242,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.70333331823349,0.027652882039546967,0.021568695764093388,0.025,94.03,1.0,24320,0,0,,,fpe_b1,0.2446666657924652,-0.028241924941539764,0.057999998331069946,0.03733333200216293,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.70333331823349,0.027652882039546967,0.021568695764093388,0.026,94.03,4.0,24576,0,0,,,fpe_b1,0.2446666657924652,-0.028241924941539764,0.057999998331069946,0.03733333200216293,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.70333331823349,0.027652882039546967,0.021568695764093388,0.026,94.03,2.0,24576,0,0,,,fpe_b1,0.2446666657924652,-0.028241924941539764,0.057999998331069946,0.03733333200216293,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.70333331823349,0.027652882039546967,0.021568695764093388,0.025,94.03,1.0,24576,0,0,,,fpe_b1,0.2446666657924652,-0.028241924941539764,0.057999998331069946,0.03733333200216293,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.42484593391418457,0.6877219482628344,0.258,94.5,1.0,24448,0,0,,,learned,0.9226666688919067,0.23927147686481476,0.5766666531562805,0.24400000274181366,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.42484593391418457,0.6877219482628344,0.261,94.5,4.0,24704,0,0,,,learned,0.9226666688919067,0.23927147686481476,0.5766666531562805,0.24400000274181366,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.42484593391418457,0.6877219482628344,0.319,94.5,2.0,24704,0,0,,,learned,0.9226666688919067,0.23927147686481476,0.5766666531562805,0.24400000274181366,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.42484593391418457,0.6877219482628344,0.304,94.5,1.0,24704,0,0,,,learned,0.9226666688919067,0.23927147686481476,0.5766666531562805,0.24400000274181366,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.007,376.0,1.0,97280,0,0,1.0,64.0,gauss,0.9273332953453064,0.1465594619512558,0.6426666378974915,0.3100000023841858,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.008,376.0,4.0,98304,0,0,,,gauss,0.9273332953453064,0.1465594619512558,0.6426666378974915,0.3100000023841858,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.011,376.0,2.0,98304,0,0,,,gauss,0.9273332953453064,0.1465594619512558,0.6426666378974915,0.3100000023841858,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.007,376.0,1.0,98304,0,0,,,gauss,0.9273332953453064,0.1465594619512558,0.6426666378974915,0.3100000023841858,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9940000176429749,0.09354980289936066,0.6779499014127455,0.024,380.0,32.0,97280,0,0,,,signrff,0.9139999747276306,0.05318976938724518,0.5433333516120911,0.27399998903274536,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9940000176429749,0.09347952902317047,0.6782419256675387,0.025,380.0,4.0,98304,0,0,,,signrff,0.9139999747276306,0.05301471799612045,0.5446666479110718,0.273333340883255,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9940000176429749,0.08905351907014847,0.6681741377165655,0.028,380.0,2.0,98304,0,0,,,signrff,0.9099999666213989,0.05070095881819725,0.5413333177566528,0.273333340883255,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9900000095367432,0.08292754739522934,0.6474597125962479,0.024,380.0,1.0,98304,0,0,,,signrff,0.8980000019073486,0.04627705365419388,0.5433333516120911,0.26866665482521057,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9625000357627869,0.9519999623298645,0.06675177812576294,0.028165184759253423,0.024,376.12,1.0,97280,0,0,,,fpe_b1,0.6153333187103271,0.009536724537611008,0.09200000017881393,0.04066666588187218,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9625000357627869,0.9519999623298645,0.06675177812576294,0.028165184759253423,0.025,376.12,4.0,98304,0,0,,,fpe_b1,0.6153333187103271,0.009536724537611008,0.09200000017881393,0.04066666588187218,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9625000357627869,0.9519999623298645,0.06675177812576294,0.028165184759253423,0.028,376.12,2.0,98304,0,0,,,fpe_b1,0.6153333187103271,0.009536724537611008,0.09200000017881393,0.04066666588187218,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9625000357627869,0.9519999623298645,0.06675177812576294,0.028165184759253423,0.024,376.12,1.0,98304,0,0,,,fpe_b1,0.6153333187103271,0.009536724537611008,0.09200000017881393,0.04066666588187218,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.4280475974082947,0.7196834409029632,0.304,376.5,1.0,97408,0,0,,,learned,0.9413332939147949,0.25050824880599976,0.6226666569709778,0.281333327293396,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.4280475974082947,0.7196834409029632,0.282,376.5,4.0,98432,0,0,,,learned,0.9413332939147949,0.25050824880599976,0.6226666569709778,0.281333327293396,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.4280475974082947,0.7196834409029632,0.268,376.5,2.0,98432,0,0,,,learned,0.9413332939147949,0.25050824880599976,0.6226666569709778,0.281333327293396,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.4280475974082947,0.7196834409029632,0.303,376.5,1.0,98432,0,0,,,learned,0.9413332939147949,0.25050824880599976,0.6226666569709778,0.281333327293396,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2578774392604828,0.9828754963327289,0.015,1504.0,1.0,389120,0,0,1.0,64.0,gauss,0.9473333358764648,0.15247175097465515,0.6613333225250244,0.30266666412353516,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2578774392604828,0.9828754963327289,0.029,1504.0,4.0,393216,0,0,,,gauss,0.9473333358764648,0.15247175097465515,0.6613333225250244,0.30266666412353516,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2578774392604828,0.9828754963327289,0.046,1504.0,2.0,393216,0,0,,,gauss,0.9473333358764648,0.15247175097465515,0.6613333225250244,0.30266666412353516,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2578774392604828,0.9828754963327289,0.016,1504.0,1.0,393216,0,0,,,gauss,0.9473333358764648,0.15247175097465515,0.6613333225250244,0.30266666412353516,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9979999661445618,0.09838107228279114,0.7026656316081873,0.032,1520.0,32.0,389120,0,0,,,signrff,0.9273332953453064,0.056456029415130615,0.6086666584014893,0.25,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9979999661445618,0.09819328039884567,0.703091184195863,0.046,1520.0,4.0,393216,0,0,,,signrff,0.9266666769981384,0.056349195539951324,0.6106666326522827,0.2513333261013031,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9979999661445618,0.09461507201194763,0.6987086251342199,0.067,1520.0,2.0,393216,0,0,,,signrff,0.9253333210945129,0.05396952107548714,0.6046666502952576,0.24133333563804626,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.08949267119169235,0.6878559845702316,0.033,1520.0,1.0,393216,0,0,,,signrff,0.9239999651908875,0.05047756806015968,0.6019999980926514,0.24799999594688416,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9833333492279053,0.0774909034371376,0.0336724813171082,0.032,1504.5,1.0,389120,0,0,,,fpe_b1,0.831333339214325,0.02283533290028572,0.13199999928474426,0.03199999779462814,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9833333492279053,0.0774909034371376,0.0336724813171082,0.047,1504.5,4.0,393216,0,0,,,fpe_b1,0.831333339214325,0.02283533290028572,0.13199999928474426,0.03199999779462814,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9833333492279053,0.0774909034371376,0.0336724813171082,0.064,1504.5,2.0,393216,0,0,,,fpe_b1,0.831333339214325,0.02283533290028572,0.13199999928474426,0.03199999779462814,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9833333492279053,0.0774909034371376,0.0336724813171082,0.034,1504.5,1.0,393216,0,0,,,fpe_b1,0.831333339214325,0.02283533290028572,0.13199999928474426,0.03199999779462814,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,shift,1,4096,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.42735740542411804,0.7323176411232912,0.323,1504.5,1.0,389248,0,0,,,learned,0.9466666579246521,0.24972973763942719,0.6153333187103271,0.2633333206176758,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,shift,1,4096,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.42735740542411804,0.7323176411232912,0.336,1504.5,4.0,393344,0,0,,,learned,0.9466666579246521,0.24972973763942719,0.6153333187103271,0.2633333206176758,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,shift,1,4096,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.42735740542411804,0.7323176411232912,0.354,1504.5,2.0,393344,0,0,,,learned,0.9466666579246521,0.24972973763942719,0.6153333187103271,0.2633333206176758,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,shift,1,4096,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.42735740542411804,0.7323176411232912,0.324,1504.5,1.0,393344,0,0,,,learned,0.9466666579246521,0.24972973763942719,0.6153333187103271,0.2633333206176758,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9800000190734863,0.9833333492279053,0.2218380868434906,0.8129991400320445,0.007,94.0,1.0,24320,0,0,1.0,64.0,gauss,0.9086666703224182,0.13472792506217957,0.6753333210945129,0.47866666316986084,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9800000190734863,0.9833333492279053,0.2218380868434906,0.8129991400320445,0.006,94.0,4.0,24576,0,0,,,gauss,0.9086666703224182,0.13472792506217957,0.6753333210945129,0.47866666316986084,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9800000190734863,0.9833333492279053,0.2218380868434906,0.8129991400320445,0.006,94.0,2.0,24576,0,0,,,gauss,0.9086666703224182,0.13472792506217957,0.6753333210945129,0.47866666316986084,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9800000190734863,0.9833333492279053,0.2218380868434906,0.8129991400320445,0.008,94.0,1.0,24576,0,0,,,gauss,0.9086666703224182,0.13472792506217957,0.6753333210945129,0.47866666316986084,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9883333444595337,0.9873332977294922,0.09261079877614975,0.621159642383918,0.025,95.0,32.0,24320,0,0,,,signrff,0.8840000033378601,0.05684719234704971,0.5960000157356262,0.3006666600704193,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.987500011920929,0.9873332977294922,0.09253130853176117,0.6214056963348688,0.026,95.0,4.0,24576,0,0,,,signrff,0.8799999952316284,0.056816406548023224,0.5879999995231628,0.3033333420753479,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9816666841506958,0.9746666550636292,0.08583596348762512,0.5905198510510633,0.026,95.0,2.0,24576,0,0,,,signrff,0.8779999613761902,0.05259965360164642,0.5719999670982361,0.28466665744781494,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9658333659172058,0.9699999690055847,0.07754620164632797,0.5426630829627714,0.023,95.0,1.0,24576,0,0,,,signrff,0.8386666774749756,0.0443454347550869,0.5293333530426025,0.2619999945163727,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.705833375453949,0.7099999785423279,0.028831426054239273,0.022922086683361164,0.025,94.03,1.0,24320,0,0,,,fpe_b1,0.2186666578054428,-0.03318026289343834,0.05000000074505806,0.04466666653752327,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.705833375453949,0.7099999785423279,0.028831426054239273,0.022922086683361164,0.029,94.03,4.0,24576,0,0,,,fpe_b1,0.2186666578054428,-0.03318026289343834,0.05000000074505806,0.04466666653752327,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.705833375453949,0.7099999785423279,0.028831426054239273,0.022922086683361164,0.028,94.03,2.0,24576,0,0,,,fpe_b1,0.2186666578054428,-0.03318026289343834,0.05000000074505806,0.04466666653752327,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.705833375453949,0.7099999785423279,0.028831426054239273,0.022922086683361164,0.025,94.03,1.0,24576,0,0,,,fpe_b1,0.2186666578054428,-0.03318026289343834,0.05000000074505806,0.04466666653752327,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9986666440963745,0.4123677909374237,0.6834933587203899,0.259,94.5,1.0,24448,0,0,,,learned,0.9226666688919067,0.2363225668668747,0.6086666584014893,0.3453333377838135,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9986666440963745,0.4123677909374237,0.6834933587203899,0.314,94.5,4.0,24704,0,0,,,learned,0.9226666688919067,0.2363225668668747,0.6086666584014893,0.3453333377838135,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9986666440963745,0.4123677909374237,0.6834933587203899,0.267,94.5,2.0,24704,0,0,,,learned,0.9226666688919067,0.2363225668668747,0.6086666584014893,0.3453333377838135,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9986666440963745,0.4123677909374237,0.6834933587203899,0.257,94.5,1.0,24704,0,0,,,learned,0.9226666688919067,0.2363225668668747,0.6086666584014893,0.3453333377838135,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.24954192340373993,0.9378104023303181,0.015,376.0,1.0,97280,0,0,1.0,64.0,gauss,0.9359999895095825,0.14769744873046875,0.6866666674613953,0.4126666486263275,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.24954192340373993,0.9378104023303181,0.007,376.0,4.0,98304,0,0,,,gauss,0.9359999895095825,0.14769744873046875,0.6866666674613953,0.4126666486263275,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.24954192340373993,0.9378104023303181,0.01,376.0,2.0,98304,0,0,,,gauss,0.9359999895095825,0.14769744873046875,0.6866666674613953,0.4126666486263275,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.24954192340373993,0.9378104023303181,0.014,376.0,1.0,98304,0,0,,,gauss,0.9359999895095825,0.14769744873046875,0.6866666674613953,0.4126666486263275,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.996666669845581,0.09204123914241791,0.64341082849769,0.027,380.0,32.0,97280,0,0,,,signrff,0.9353333115577698,0.059765785932540894,0.6779999732971191,0.3766666650772095,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9959999918937683,0.09190867096185684,0.6444911296167526,0.024,380.0,4.0,98304,0,0,,,signrff,0.934666633605957,0.059665098786354065,0.6779999732971191,0.38466665148735046,,,
