spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,acc_noise_0.5,acc_drop_0.2,acc_flip_0.05,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18,nmi,ari,auroc
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9959999918937683,0.260096937417984,0.9832167550986861,0.362,0.9866666793823242,0.9833333492279053,0.9959999918937683,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.26027554273605347,0.9829952981378282,0.016,0.9839999675750732,0.9826666712760925,0.9940000176429749,512.0,1.0,389120,0,0,1.0,64.0,,,,,,,
uniform,linear,uniform,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9946666359901428,0.25939661264419556,0.9839792461477775,0.014,0.9833333492279053,0.981333315372467,0.9959999918937683,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
laplace,linear,laplace,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9953333139419556,0.2600916028022766,0.9827342396888888,0.016,0.9860000014305115,0.9833333492279053,0.9946666359901428,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
student_t,linear,student_t,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.25920096039772034,0.9827091931356613,0.019,0.9860000014305115,0.9833333492279053,0.9946666359901428,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
cauchy,linear,cauchy,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9926666617393494,0.25247007608413696,0.9297032437431655,0.018,0.9806666374206543,0.9786666631698608,0.9933333396911621,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
achlioptas,linear,achlioptas,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.2605080008506775,0.9832271230547499,0.015,0.9839999675750732,0.9833333492279053,0.9940000176429749,501.28,1.0,214139,0,0,0.3325,64.0,,,,,,,
ternary,linear,ternary,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.2588481307029724,0.9832152947797891,0.015,0.9853333234786987,0.984666645526886,0.9953333139419556,522.73,1.0,301991,0,0,0.6676,64.0,,,,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9953333139419556,0.25843003392219543,0.981434583006688,0.014,0.9826666712760925,0.9853333234786987,0.9946666359901428,488.08,1.0,160077,0,0,0.1263,64.0,,,,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.95250004529953,0.9566666483879089,0.0014792003203183413,0.6644336060142477,0.015,0.9106666445732117,0.8113332986831665,0.09266666322946548,480.1,1.0,127040,0,0,0.0002,64.0,,,,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9575000405311584,0.9440000057220459,0.19914083182811737,0.6603194492505442,0.017,0.9146666526794434,0.8846666812896729,0.9446666836738586,512.0,1.0,389120,0,0,1.0,64.0,,,,,,,
hadamard_det,linear,hadamard_det,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9516667127609253,0.9519999623298645,0.20138266682624817,0.6619977413121946,0.016,0.909333348274231,0.887333333492279,0.9526666402816772,512.0,1.0,389120,0,0,1.0,64.0,,,,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.26165539026260376,0.9900241104750576,0.042,0.9833333492279053,0.9826666712760925,0.9940000176429749,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
orth_blend,linear,orth_blend,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.25995922088623047,0.9846581354834919,0.044,0.9873332977294922,0.984666645526886,0.9946666359901428,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.2602688670158386,0.9893835741656136,0.028,0.9860000014305115,0.984666645526886,0.9953333139419556,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
binary01,linear,binary01,bipolar,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.6858333349227905,0.684666633605957,0.05666351318359375,0.27181707068409355,0.021,0.6706666350364685,0.6393333077430725,0.6953333020210266,496.0,1.0,258015,0,0,0.4999,64.0,,,,,,,
rff_b0.25,rff,rff,bipolar,none,raw,"{""bw_scale"": 0.25}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9946666359901428,0.1477498710155487,0.6231679497592589,0.038,0.984666645526886,0.9800000190734863,0.9953333139419556,1520.0,32.0,389120,0,0,,,,,,,,,
rff_b1.0,rff,rff,bipolar,none,raw,"{""bw_scale"": 1.0}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.09646593779325485,0.6958375287967298,0.036,0.9906666278839111,0.981333315372467,0.9959999918937683,1520.0,32.0,389120,0,0,,,,,,,,,
rff_real_b1.0,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.09646593779325485,0.6958375287967298,0.035,0.9906666278839111,0.981333315372467,0.9959999918937683,1520.0,32.0,389120,0,0,,,,,,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.14013241231441498,0.6897213786702145,0.041,0.9900000095367432,0.9819999933242798,0.996666669845581,1520.0,32.0,389120,0,0,,,,,,,,,
fpe_phasor,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.14880603551864624,0.6587565083946143,0.045,0.9853333234786987,0.9806666374206543,0.996666669845581,2000.0,32.0,516096,0,0,,,,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.98416668176651,0.9886666536331177,0.07655137777328491,0.04546359113093857,0.037,0.9620000123977661,0.9079999923706055,0.9739999771118164,1504.5,1.0,389120,0,0,,,,,,,,,
fpe_b3,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 3}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.14472129940986633,0.6531609312575489,0.044,0.9860000014305115,0.9800000190734863,0.9959999918937683,1985.5,1.5,516096,0,0,,,,,,,,,
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9241666793823242,0.9273332953453064,0.036697763949632645,0.46333262754737453,0.223,0.8686666488647461,0.8366666436195374,0.8920000195503235,67040.0,1.0,17162240,0,0,,,,,,,,,
nystrom_lap,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""laplacian""}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9858333468437195,0.9879999756813049,0.08017521351575851,0.7784639118511689,0.254,0.9606666564941406,0.9553333520889282,0.9860000014305115,67040.0,1.0,17162240,0,0,,,,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.422369122505188,0.7218628986878775,0.675,0.9873332977294922,0.984666645526886,0.996666669845581,1504.5,1.0,389248,0,0,,,,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.26095497608184814,0.9833279501125005,0.061,0.984666645526886,0.9833333492279053,0.9946666359901428,1504.0,1.0,389120,0,0,,,,,,,,,
imp_a0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9959999918937683,0.25876328349113464,0.978345249514464,0.017,0.9860000014305115,0.9826666712760925,0.9953333139419556,1520.0,1.0,393216,0,0,,,,,,,,,
linear_real_fp32,linear,gaussian,real,none,raw,,,,linear,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9959999918937683,0.260096937417984,0.9832167550986861,0.015,0.9866666793823242,0.9833333492279053,0.9959999918937683,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2578774392604828,0.9828754963327289,0.016,0.9900000095367432,0.9793333411216736,0.9959999918937683,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.2580358386039734,0.9826778147136952,0.015,0.9826666712760925,0.9766666293144226,0.9946666359901428,512.0,1.0,389120,0,0,1.0,64.0,,,,,,,
uniform,linear,uniform,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9946666359901428,0.25981730222702026,0.9820697076698138,0.014,0.9826666712760925,0.9786666631698608,0.9946666359901428,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
laplace,linear,laplace,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.2586671710014343,0.98275955424757,0.016,0.9853333234786987,0.9779999852180481,0.9959999918937683,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
student_t,linear,student_t,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9959999918937683,0.2585030198097229,0.9807795053823158,0.019,0.9873332977294922,0.9746666550636292,0.9953333139419556,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
cauchy,linear,cauchy,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9940000176429749,0.2516672611236572,0.9268365124092256,0.017,0.9826666712760925,0.9733332991600037,0.9933333396911621,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
achlioptas,linear,achlioptas,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9926666617393494,0.25846797227859497,0.9827817743124175,0.015,0.9839999675750732,0.9753333330154419,0.9940000176429749,501.35,1.0,214446,0,0,0.3337,64.0,,,,,,,
ternary,linear,ternary,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.259246826171875,0.983682967511474,0.015,0.9866666793823242,0.9793333411216736,0.9959999918937683,522.78,1.0,302211,0,0,0.6685,64.0,,,,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9953333139419556,0.25756338238716125,0.9811936104573347,0.014,0.9860000014305115,0.9753333330154419,0.9933333396911621,488.04,1.0,159891,0,0,0.1256,64.0,,,,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9641667008399963,0.9519999623298645,0.0014585262397304177,0.6573283561120802,0.014,0.9126666784286499,0.8240000009536743,0.046666666865348816,480.1,1.0,127040,0,0,0.0002,63.0,,,,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9458333849906921,0.95333331823349,0.20478059351444244,0.6619018012210589,0.017,0.9133332967758179,0.8773333430290222,0.9513333439826965,512.0,1.0,389120,0,0,1.0,64.0,,,,,,,
hadamard_det,linear,hadamard_det,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9541667103767395,0.9526666402816772,0.20372164249420166,0.6583827794005,0.015,0.9206666350364685,0.8999999761581421,0.9519999623298645,512.0,1.0,389120,0,0,1.0,64.0,,,,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9959999918937683,0.2606654763221741,0.9896495241316333,0.033,0.9873332977294922,0.9773333072662354,0.9953333139419556,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
orth_blend,linear,orth_blend,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.2595275938510895,0.9842249024365626,0.038,0.9866666793823242,0.981333315372467,0.9959999918937683,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.25925764441490173,0.9889263337237966,0.02,0.9866666793823242,0.9766666293144226,0.9973333477973938,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
binary01,linear,binary01,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.940833330154419,0.9333333373069763,0.16670919954776764,0.2900671055100467,0.02,0.9146666526794434,0.8993332982063293,0.9313333034515381,496.0,1.0,258086,0,0,0.5001,64.0,,,,,,,
rff_b0.25,rff,rff,bipolar,none,raw,"{""bw_scale"": 0.25}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.14933225512504578,0.6197166665200514,0.033,0.9886666536331177,0.9786666631698608,0.9946666359901428,1520.0,32.0,389120,0,0,,,,,,,,,
rff_b1.0,rff,rff,bipolar,none,raw,"{""bw_scale"": 1.0}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9979999661445618,0.09838107228279114,0.7026656316081873,0.035,0.9886666536331177,0.9779999852180481,0.9926666617393494,1520.0,32.0,389120,0,0,,,,,,,,,
rff_real_b1.0,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9979999661445618,0.09838107228279114,0.7026656316081873,0.033,0.9886666536331177,0.9779999852180481,0.9926666617393494,1520.0,32.0,389120,0,0,,,,,,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.14933224022388458,0.6197166665200514,0.043,0.9886666536331177,0.9786666631698608,0.9946666359901428,1520.0,32.0,389120,0,0,,,,,,,,,
fpe_phasor,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9973333477973938,0.1494581401348114,0.6649898992191867,0.041,0.9879999756813049,0.9800000190734863,0.996666669845581,2000.0,32.0,516096,0,0,,,,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9833333492279053,0.0774909034371376,0.0336724813171082,0.032,0.9673333168029785,0.9079999923706055,0.9753333330154419,1504.5,1.0,389120,0,0,,,,,,,,,
fpe_b3,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 3}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9973333477973938,0.14529278874397278,0.6604945371314759,0.041,0.9873332977294922,0.9786666631698608,0.9953333139419556,1985.5,1.5,516096,0,0,,,,,,,,,
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9008333683013916,0.9126666784286499,0.03600157052278519,0.4617824678941833,0.208,0.8726666569709778,0.8326666355133057,0.8819999694824219,67040.0,1.0,17162240,0,0,,,,,,,,,
nystrom_lap,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""laplacian""}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9825000166893005,0.9866666793823242,0.08078327775001526,0.7773074385631323,0.258,0.9633333086967468,0.9599999785423279,0.9833333492279053,67040.0,1.0,17162240,0,0,,,,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.42735740542411804,0.7323176411232912,0.292,0.9893333315849304,0.981333315372467,0.9979999661445618,1504.5,1.0,389248,0,0,,,,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9946666359901428,0.2580004930496216,0.9827209399061916,0.06,0.9866666793823242,0.9773333072662354,0.9933333396911621,1504.0,1.0,389120,0,0,,,,,,,,,
imp_a0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2563270330429077,0.9782680499491564,0.015,0.9893333315849304,0.9779999852180481,0.996666669845581,1520.0,1.0,393216,0,0,,,,,,,,,
linear_real_fp32,linear,gaussian,real,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2578774392604828,0.9828754963327289,0.015,0.9900000095367432,0.9793333411216736,0.9959999918937683,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.25736841559410095,0.982928383725162,0.016,0.9886666536331177,0.9913333058357239,0.9973333477973938,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.2560971975326538,0.9824883008959844,0.014,0.9866666793823242,0.9873332977294922,0.996666669845581,512.0,1.0,389120,0,0,1.0,64.0,,,,,,,
uniform,linear,uniform,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.25730451941490173,0.9817350054158516,0.014,0.9879999756813049,0.9893333315849304,0.9953333139419556,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
laplace,linear,laplace,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9973333477973938,0.2555127441883087,0.9829303664743552,0.016,0.9866666793823242,0.9879999756813049,0.996666669845581,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
student_t,linear,student_t,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9973333477973938,0.25635483860969543,0.9822498551928912,0.019,0.9853333234786987,0.9900000095367432,0.9959999918937683,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
cauchy,linear,cauchy,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9986666440963745,0.2507791817188263,0.9261967441203199,0.017,0.9793333411216736,0.9806666374206543,0.9973333477973938,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
achlioptas,linear,achlioptas,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.25872302055358887,0.9825635867691572,0.015,0.9866666793823242,0.9900000095367432,0.996666669845581,501.43,1.0,214762,0,0,0.3349,64.0,,,,,,,
ternary,linear,ternary,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.2560473680496216,0.9829275326848226,0.015,0.9893333315849304,0.9886666536331177,0.9973333477973938,522.68,1.0,301800,0,0,0.6669,64.0,,,,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.25694912672042847,0.9808233827714359,0.014,0.9879999756813049,0.9900000095367432,0.996666669845581,487.95,1.0,159534,0,0,0.1242,64.0,,,,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9616667032241821,0.9693333506584167,0.001509458408690989,0.6670415024933187,0.014,0.9206666350364685,0.8180000185966492,0.11999999731779099,480.1,1.0,127040,0,0,0.0002,64.0,,,,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9516667127609253,0.9593333005905151,0.20305880904197693,0.6594738552557546,0.016,0.9079999923706055,0.9006666541099548,0.9586666822433472,512.0,1.0,389120,0,0,1.0,64.0,,,,,,,
hadamard_det,linear,hadamard_det,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9508333802223206,0.9486666321754456,0.19535213708877563,0.6639318445049818,0.015,0.9173333048820496,0.8973333239555359,0.9513333439826965,512.0,1.0,389120,0,0,1.0,64.0,,,,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9979999661445618,0.2580113708972931,0.9896958529894296,0.028,0.9893333315849304,0.9900000095367432,0.9979999661445618,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
orth_blend,linear,orth_blend,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.2564922571182251,0.9841320673790095,0.035,0.9886666536331177,0.9873332977294922,0.9973333477973938,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.2570946514606476,0.989014097612927,0.022,0.9893333315849304,0.9886666536331177,0.9973333477973938,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
binary01,linear,binary01,bipolar,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9833333492279053,0.9786666631698608,0.17422306537628174,0.27776340292814305,0.02,0.9566666483879089,0.9473333358764648,0.9753333330154419,496.03,1.0,258316,0,0,0.501,64.0,,,,,,,
rff_b0.25,rff,rff,bipolar,none,raw,"{""bw_scale"": 0.25}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9946666359901428,0.147195965051651,0.6186398573425952,0.033,0.9853333234786987,0.9819999933242798,0.9946666359901428,1520.0,32.0,389120,0,0,,,,,,,,,
rff_b1.0,rff,rff,bipolar,none,raw,"{""bw_scale"": 1.0}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.09803800284862518,0.6894784023826244,0.031,0.9879999756813049,0.9806666374206543,0.9940000176429749,1520.0,32.0,389120,0,0,,,,,,,,,
rff_real_b1.0,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.09803800284862518,0.6894784023826244,0.031,0.9879999756813049,0.9806666374206543,0.9940000176429749,1520.0,32.0,389120,0,0,,,,,,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9946666359901428,0.147195965051651,0.6186398573425952,0.036,0.9853333234786987,0.9819999933242798,0.9946666359901428,1520.0,32.0,389120,0,0,,,,,,,,,
fpe_phasor,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.1486271172761917,0.6389493388653956,0.039,0.9886666536331177,0.9866666793823242,0.9973333477973938,2000.0,32.0,516096,0,0,,,,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9900000095367432,0.9900000095367432,0.07885070145130157,0.04926025194323552,0.031,0.965999960899353,0.9286666512489319,0.9893333315849304,1504.5,1.0,389120,0,0,,,,,,,,,
fpe_b3,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 3}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.1443992406129837,0.634701389017067,0.04,0.9879999756813049,0.9853333234786987,0.996666669845581,1985.5,1.5,516096,0,0,,,,,,,,,
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9333333373069763,0.9133332967758179,0.03667815029621124,0.4774874637473147,0.209,0.8733333349227905,0.8460000157356262,0.9026666283607483,67040.0,1.0,17162240,0,0,,,,,,,,,
nystrom_lap,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""laplacian""}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9853333234786987,0.08066461980342865,0.7853728255898207,0.253,0.9506666660308838,0.949999988079071,0.9773333072662354,67040.0,1.0,17162240,0,0,,,,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.41594767570495605,0.7312956203827194,0.32,0.9873332977294922,0.9886666536331177,0.9973333477973938,1504.5,1.0,389248,0,0,,,,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.258340448141098,0.9834387206286146,0.061,0.9873332977294922,0.9860000014305115,0.996666669845581,1504.0,1.0,389120,0,0,,,,,,,,,
imp_a0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9973333477973938,0.25620248913764954,0.9784732258103797,0.015,0.9866666793823242,0.9919999837875366,0.9959999918937683,1520.0,1.0,393216,0,0,,,,,,,,,
linear_real_fp32,linear,gaussian,real,none,raw,,,,linear,2,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.25736841559410095,0.982928383725162,0.015,0.9886666536331177,0.9913333058357239,0.9973333477973938,1504.0,1.0,389120,0,0,1.0,64.0,,,,,,,
