spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,acc_noise_0.5,acc_drop_0.2,acc_flip_0.05,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18,nmi,ari,auroc
rff_b0.25,rff,rff,bipolar,none,raw,"{""bw_scale"": 0.25}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9750000238418579,0.9714285731315613,0.10065102577209473,0.6705240188681537,0.048,0.9557142853736877,0.9485714435577393,0.9728571176528931,1264.0,32.0,323584,0,0,,,,,,,0.9316851683119508,0.9240195089100379,0.8701571428571429
rff_b1.0,rff,rff,bipolar,none,raw,"{""bw_scale"": 1.0}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9803571701049805,0.9800000190734863,0.06262749433517456,0.7262035410310351,0.047,0.9585714340209961,0.9557142853736877,0.9757142663002014,1264.0,32.0,323584,0,0,,,,,,,0.9889437706395594,0.9888452987456898,0.870627380952381
rff_real_b1.0,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9803571701049805,0.9800000190734863,0.06262749433517456,0.7262035410310351,0.037,0.9585714340209961,0.9557142853736877,0.9757142663002014,1264.0,32.0,323584,0,0,,,,,,,0.9889437706395594,0.9888452987456898,0.8706261904761905
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9803571701049805,0.9757142663002014,0.09231764823198318,0.7192721914193816,0.044,0.9599999785423279,0.9542856812477112,0.9800000190734863,1264.0,32.0,323584,0,0,,,,,,,0.9926251589464644,0.9925426435434668,0.8715095238095237
fpe_phasor,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9821428656578064,0.9814285635948181,0.10154800117015839,0.6984159404818329,0.037,0.9585714340209961,0.9471428394317627,0.9785714149475098,1488.0,32.0,385024,0,0,,,,,,,0.8795922966378271,0.8016205190516483,0.8694857142857143
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.923214316368103,0.9457142949104309,0.036327116191387177,0.03441021903239316,0.031,0.8814285397529602,0.8714285492897034,0.8899999856948853,1248.5,1.0,323584,0,0,,,,,,,0.22030409576803567,0.07988344467599214,0.6618404761904761
fpe_b3,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 3}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9803571701049805,0.9800000190734863,0.09884102642536163,0.6933051329000128,0.064,0.9614285826683044,0.9457142949104309,0.9800000190734863,1473.5,1.5,385024,0,0,,,,,,,0.8691437465011457,0.7889289550600577,0.8681238095238096
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.8821428418159485,0.8799999952316284,0.033440303057432175,0.5980783791599223,0.034,0.831428587436676,0.8157142996788025,0.8428571224212646,17866.41,1.0,8893144,0,0,,,,,,,0.8889671588505532,0.8378521870995443,0.8111666666666666
nystrom_lap,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""laplacian""}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9446428418159485,0.9328571557998657,0.061345573514699936,0.8377340339099902,0.067,0.9028571248054504,0.8742856979370117,0.9214285612106323,17866.41,1.0,8893144,0,0,,,,,,,0.9642195028261132,0.9632560556541114,0.8983761904761906
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.985714316368103,0.991428554058075,0.4061448872089386,0.6955434321651431,0.203,0.977142870426178,0.9528571367263794,0.991428554058075,1248.5,1.0,323712,0,0,,,,,,,0.6661222037520715,0.6189400138127237,0.9790619047619047
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9785714149475098,0.9757142663002014,0.21335484087467194,0.9838129526856788,0.07,0.9599999785423279,0.9428571462631226,0.9757142663002014,1248.0,1.0,323584,0,0,,,,,,,0.9705553871454935,0.9704592644921308,0.983254761904762
imp_a0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9732142686843872,0.9728571176528931,0.209782674908638,0.9808682815530171,0.014,0.949999988079071,0.9428571462631226,0.9742857217788696,1264.0,1.0,327680,0,0,,,,,,,0.8759515010535027,0.8287291326948515,0.9807166666666667
linear_real_fp32,linear,gaussian,real,none,raw,,,,novel,1,4096,64,14,30,cosine,uniform,1,32,0,0.9732142686843872,0.9742857217788696,0.21035970747470856,0.9846511462451067,0.02,0.9542856812477112,0.9471428394317627,0.9785714149475098,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.9561582707271461,0.9523909655607505,0.9818023809523809
gaussian,linear,gaussian,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9750000238418579,0.9814285635948181,0.2149076610803604,0.9842967365283251,0.013,0.949999988079071,0.9642857313156128,0.9800000190734863,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.9652174256495775,0.9632809150072865,0.9802357142857143
rademacher,linear,rademacher,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9785714149475098,0.9785714149475098,0.21392425894737244,0.9837494331406074,0.009,0.9485714435577393,0.9542856812477112,0.9814285635948181,256.0,1.0,323584,0,0,1.0,64.0,,,,,0.9568851266268903,0.9522212497658299,0.9796904761904762
uniform,linear,uniform,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9714285731315613,0.9842857122421265,0.21399670839309692,0.9838816799340149,0.012,0.9557142853736877,0.9657142758369446,0.9828571081161499,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.9678398510357015,0.9666374514147607,0.9793654761904762
laplace,linear,laplace,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9767857193946838,0.9842857122421265,0.2140192687511444,0.9839228292103873,0.015,0.9457142949104309,0.9599999785423279,0.9828571081161499,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.9554732033793945,0.9519358363161344,0.978047619047619
student_t,linear,student_t,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9732142686843872,0.9814285635948181,0.21559999883174896,0.9830574751810172,0.012,0.9557142853736877,0.9571428298950195,0.9828571081161499,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.951509987400984,0.9486793718059573,0.9786095238095239
cauchy,linear,cauchy,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9750000238418579,0.9800000190734863,0.21009455621242523,0.9287016677125292,0.012,0.9371428489685059,0.9528571367263794,0.9814285635948181,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.9655573206768948,0.9631741234783312,0.9714690476190475
achlioptas,linear,achlioptas,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9750000238418579,0.9800000190734863,0.21649523079395294,0.9842650806456474,0.017,0.9514285326004028,0.9614285826683044,0.9800000190734863,245.43,1.0,149226,0,0,0.3349,64.0,,,,,0.9588084109102362,0.9557101305103365,0.9805452380952381
ternary,linear,ternary,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9767857193946838,0.9800000190734863,0.21216216683387756,0.9846540645050371,0.014,0.9528571367263794,0.9585714340209961,0.9814285635948181,266.68,1.0,236264,0,0,0.6669,64.0,,,,,0.9518475592806929,0.9485111593767941,0.9788404761904762
very_sparse,linear,very_sparse,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9803571701049805,0.9842857122421265,0.21351534128189087,0.981670769424975,0.012,0.9528571367263794,0.9599999785423279,0.9800000190734863,231.95,1.0,93998,0,0,0.1242,64.0,,,,,0.957872410121524,0.9559842824880262,0.9788476190476191
count_sketch,linear,count_sketch,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9035714268684387,0.9171428680419922,0.0009753273916430771,0.665690921580776,0.013,0.8357142806053162,0.7357142567634583,0.1428571343421936,224.1,1.0,61504,0,0,0.0002,64.0,,,,,0.8150163700763301,0.7991829946747696,0.9036726190476189
srht,linear,srht,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.8696428537368774,0.8914285898208618,0.15625590085983276,0.6695939063445272,0.016,0.8257142901420593,0.8028571605682373,0.8928571343421936,256.0,1.0,323584,0,0,1.0,64.0,,,,,0.8486520853509255,0.8275745285525026,0.9024988095238095
hadamard_det,linear,hadamard_det,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.8785714507102966,0.9028571248054504,0.15841321647167206,0.6744036825650093,0.014,0.8271428346633911,0.8185714483261108,0.8985714316368103,256.0,1.0,323584,0,0,1.0,64.0,,,,,0.7869486775861184,0.7624090958989584,0.9073976190476191
orthogonal,linear,orthogonal,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9767857193946838,0.9842857122421265,0.21551336348056793,0.9903612098407115,0.033,0.9571428298950195,0.9585714340209961,0.9842857122421265,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.9641639729844323,0.9629732014376073,0.9802547619047619
orth_blend,linear,orth_blend,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9785714149475098,0.9828571081161499,0.2137475162744522,0.9854670080416044,0.046,0.9557142853736877,0.9628571271896362,0.9814285635948181,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.9552255471566171,0.952520022880304,0.9796333333333332
sobol,linear,sobol,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9767857193946838,0.9828571081161499,0.21553505957126617,0.9898879352075829,0.017,0.9585714340209961,0.9628571271896362,0.9842857122421265,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.9565119556164093,0.9521935458075084,0.9802571428571428
binary01,linear,binary01,bipolar,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9767857193946838,0.9614285826683044,0.14608600735664368,0.32284984553397084,0.016,0.9371428489685059,0.9200000166893005,0.9528571367263794,240.03,1.0,192780,0,0,0.501,64.0,,,,,0.2866207211326904,0.11445723789577206,0.820825
rff_b0.25,rff,rff,bipolar,none,raw,"{""bw_scale"": 0.25}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9767857193946838,0.9828571081161499,0.10219249129295349,0.6803187678793345,0.089,0.9571428298950195,0.9599999785423279,0.9800000190734863,1264.0,32.0,323584,0,0,,,,,,,0.9206575841191131,0.9067692994662347,0.8830261904761905
rff_b1.0,rff,rff,bipolar,none,raw,"{""bw_scale"": 1.0}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9803571701049805,0.9871428608894348,0.0639505684375763,0.7329280422896634,0.036,0.9599999785423279,0.9599999785423279,0.9742857217788696,1264.0,32.0,323584,0,0,,,,,,,0.96418259724636,0.9630662490309886,0.8867095238095238
rff_real_b1.0,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9803571701049805,0.9871428608894348,0.0639505684375763,0.7329280422896634,0.046,0.9599999785423279,0.9599999785423279,0.9742857217788696,1264.0,32.0,323584,0,0,,,,,,,0.96418259724636,0.9630662490309886,0.8867095238095238
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9767857193946838,0.9828571081161499,0.10219249129295349,0.6803187678793345,0.052,0.9571428298950195,0.9599999785423279,0.9800000190734863,1264.0,32.0,323584,0,0,,,,,,,0.9206575841191131,0.9067692994662347,0.8830261904761905
fpe_phasor,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9785714149475098,0.9828571081161499,0.10285109281539917,0.706864587485514,0.037,0.9542856812477112,0.9642857313156128,0.9842857122421265,1488.0,32.0,385024,0,0,,,,,,,0.9388352441179668,0.9343680650188495,0.8852428571428571
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9535714387893677,0.9485714435577393,0.03880057856440544,0.04935785635049711,0.035,0.8885714411735535,0.8600000143051147,0.9099999666213989,1248.5,1.0,323584,0,0,,,,,,,0.31420378201672816,0.13721024379478308,0.6731357142857143
fpe_b3,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 3}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9785714149475098,0.9842857122421265,0.10028839856386185,0.7039501659988799,0.087,0.9557142853736877,0.9642857313156128,0.9857142567634583,1473.5,1.5,385024,0,0,,,,,,,0.8731904531993016,0.8602001839025499,0.8853095238095239
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.8714285492897034,0.8971428275108337,0.03445420414209366,0.6043849735959307,0.034,0.8128571510314941,0.8028571605682373,0.8557142615318298,17866.41,1.0,8893144,0,0,,,,,,,0.8615923394014051,0.7960892844114087,0.74
nystrom_lap,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""laplacian""}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9410714507102966,0.9614285826683044,0.0620645247399807,0.8294575663303753,0.065,0.9085714221000671,0.9028571248054504,0.9528571367263794,17866.41,1.0,8893144,0,0,,,,,,,0.9568994426077737,0.9560815807237949,0.8838404761904763
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.985714316368103,0.9842857122421265,0.39179861545562744,0.7118976194554616,0.191,0.9585714340209961,0.9657142758369446,0.9842857122421265,1248.5,1.0,323712,0,0,,,,,,,0.6817391327179924,0.6279734423868157,0.9662309523809525
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9767857193946838,0.9828571081161499,0.21568559110164642,0.9845854072391093,0.072,0.9542856812477112,0.9571428298950195,0.9828571081161499,1248.0,1.0,323584,0,0,,,,,,,0.9588512780427005,0.9559327124367567,0.9787833333333333
imp_a0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9785714149475098,0.9828571081161499,0.21359536051750183,0.9807632241519825,0.014,0.9585714340209961,0.9628571271896362,0.9800000190734863,1264.0,1.0,327680,0,0,,,,,,,0.9788724448887656,0.9776643219330745,0.9797857142857141
linear_real_fp32,linear,gaussian,real,none,raw,,,,novel,2,4096,64,14,30,cosine,uniform,1,32,0,0.9750000238418579,0.9814285635948181,0.2149076610803604,0.9842967365283251,0.016,0.949999988079071,0.9642857313156128,0.9800000190734863,1248.0,1.0,323584,0,0,1.0,64.0,,,,,0.9652174256495775,0.9632809150072865,0.9802357142857143
