spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,acc_noise_0.1,acc_noise_0.25,acc_noise_0.5,acc_noise_0.75,acc_noise_1,acc_noise_1.5,acc_drop_0.1,acc_drop_0.3,acc_drop_0.5,acc_flip_0.01,acc_flip_0.02,acc_flip_0.05,acc_flip_0.1,acc_flip_0.2,acc_flip_0.4,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,0,4096,64,30,30,cosine,uniform,1,32,0,0.7391666769981384,0.7113333344459534,0.0823928639292717,0.7049262393499617,0.32,0.7166666388511658,0.6973333358764648,0.6153333187103271,0.5326666831970215,0.44066667556762695,0.31200000643730164,0.6526666879653931,0.5513333082199097,0.4233333170413971,0.7126666307449341,0.7153333425521851,0.7066666483879089,0.70333331823349,0.6959999799728394,0.5993333458900452,1504.5,1.0,389248,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,0,4096,64,30,30,cosine,uniform,1,32,0,0.7108333706855774,0.7073333263397217,0.04597162827849388,0.9840674376508561,0.062,0.7059999704360962,0.6826666593551636,0.609333336353302,0.5139999985694885,0.44066667556762695,0.3086666762828827,0.6586666703224182,0.5479999780654907,0.41733333468437195,0.7046666741371155,0.6986666321754456,0.7006666660308838,0.6980000138282776,0.6833333373069763,0.4580000042915344,1504.0,1.0,389120,0,0,,,,,,
cauchy_l1,linear,cauchy,real,none,raw,,l1,,fine,0,4096,64,30,30,cosine,uniform,1,32,0,0.6800000071525574,0.6646666526794434,0.00038128692540340126,0.930415485971973,0.019,0.6499999761581421,0.6346666812896729,0.5666666626930237,0.48133331537246704,0.4033333361148834,0.28466665744781494,0.6079999804496765,0.503333330154419,0.3813333213329315,0.6633332967758179,0.659333348274231,0.6639999747276306,0.6553333401679993,0.6319999694824219,0.390666663646698,1504.0,1.0,389120,0,0,1.0,64.0,,,,
gaussian_l1,linear,gaussian,real,none,raw,,l1,,fine,0,4096,64,30,30,cosine,uniform,1,32,0,0.7166666984558105,0.7066666483879089,0.0005150257493369281,0.9832824817403812,0.017,0.70333331823349,0.684666633605957,0.6106666326522827,0.5266666412353516,0.4346666634082794,0.30533331632614136,0.6633332967758179,0.5526666641235352,0.42533332109451294,0.7066666483879089,0.7073333263397217,0.7046666741371155,0.6959999799728394,0.6786666512489319,0.4399999976158142,1504.0,1.0,389120,0,0,1.0,64.0,,,,
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,fine,0,4096,64,30,30,cosine,uniform,1,32,0,0.6016666889190674,0.6159999966621399,0.006188406143337488,0.5768090533643733,0.208,0.6113333106040955,0.5899999737739563,0.5220000147819519,0.4333333373069763,0.35333332419395447,0.23000000417232513,0.5666666626930237,0.4740000069141388,0.35733333230018616,0.6039999723434448,0.5946666598320007,0.5553333163261414,0.4946666657924652,0.3486666679382324,0.09933333098888397,132576.0,1.0,17162240,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7266666889190674,0.7253333330154419,0.0467531643807888,0.9826924739446199,0.017,0.731333315372467,0.7053333520889282,0.6213333010673523,0.5373333096504211,0.43533334136009216,0.29600000381469727,0.6620000004768372,0.550000011920929,0.4086666703224182,0.7273333072662354,0.7233332991600037,0.722000002861023,0.7199999690055847,0.6980000138282776,0.47866666316986084,1504.0,1.0,389120,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7233333587646484,0.7199999690055847,0.045819588005542755,0.982713624299025,0.016,0.7139999866485596,0.7059999704360962,0.640666663646698,0.5373333096504211,0.4313333332538605,0.2786666750907898,0.6573333144187927,0.5579999685287476,0.40666666626930237,0.7193333506584167,0.7199999690055847,0.718666672706604,0.7113333344459534,0.6766666769981384,0.4619999825954437,1504.0,1.0,389120,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.71833336353302,0.7173333168029785,0.04509975016117096,0.9806288948784747,0.016,0.7173333168029785,0.687999963760376,0.6140000224113464,0.5173333287239075,0.4259999990463257,0.2866666615009308,0.6579999923706055,0.5573333501815796,0.40533334016799927,0.7126666307449341,0.7120000123977661,0.7066666483879089,0.7039999961853027,0.6840000152587891,0.45533332228660583,608.57,1.0,159891,0,0,0.1256,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.4358333349227905,0.4206666648387909,-0.00016251523629762232,0.6499014205892715,0.023,0.4206666648387909,0.39933332800865173,0.3493333160877228,0.3140000104904175,0.24666666984558105,0.17933332920074463,0.36133334040641785,0.23466666042804718,0.1433333307504654,0.03333333134651184,0.03333333134651184,0.03333333134651184,0.052000001072883606,0.03333333134651184,0.03333333134651184,480.25,1.0,127040,0,0,0.0002,63.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.4283333420753479,0.4206666648387909,-0.03364560753107071,0.6493199434567193,0.023,0.41333332657814026,0.39133334159851074,0.3553333282470703,0.29866665601730347,0.2513333261013031,0.19333332777023315,0.3766666650772095,0.3306666612625122,0.25066667795181274,0.414000004529953,0.4153333306312561,0.4153333306312561,0.4113333225250244,0.41466665267944336,0.30399999022483826,1504.0,1.0,389120,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7225000262260437,0.7239999771118164,0.04791999235749245,0.9896085482333012,0.029,0.7213333249092102,0.70333331823349,0.625333309173584,0.5233333110809326,0.4359999895095825,0.2933333218097687,0.659333348274231,0.5566666722297668,0.4126666486263275,0.7233332991600037,0.7233332991600037,0.7139999866485596,0.7160000205039978,0.7053333520889282,0.4933333396911621,1504.0,1.0,389120,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7133333683013916,0.7273333072662354,0.04668910801410675,0.9887898919885881,0.022,0.7193333506584167,0.7053333520889282,0.628000020980835,0.5260000228881836,0.4346666634082794,0.28866666555404663,0.65666663646698,0.5533333420753479,0.4086666703224182,0.7293333411216736,0.7253333330154419,0.7273333072662354,0.7179999947547913,0.699999988079071,0.468666672706604,1504.0,1.0,389120,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7175000309944153,0.7139999866485596,0.008040780201554298,0.6815425284052163,0.04,0.718666672706604,0.6886666417121887,0.6200000047683716,0.5133333206176758,0.4246666729450226,0.28466665744781494,0.6553333401679993,0.531333327293396,0.37533333897590637,0.6833333373069763,0.6413333415985107,0.5433333516120911,0.5253333449363708,0.29600000381469727,0.09066666662693024,1520.0,32.0,389120,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.5133333206176758,0.49133333563804626,0.000575441459659487,0.0005950615246801343,0.034,0.48533332347869873,0.4586666524410248,0.3853333294391632,0.28200000524520874,0.1926666647195816,0.07266666740179062,0.4373333156108856,0.3373333215713501,0.20666666328907013,0.41733333468437195,0.3686666488647461,0.2653333246707916,0.17599999904632568,0.0873333290219307,0.03799999877810478,1504.5,1.0,389120,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7391666769981384,0.7513332962989807,0.08601566404104233,0.7076524867570744,0.318,0.7413333058357239,0.7206666469573975,0.6506666541099548,0.5446666479110718,0.4426666498184204,0.30399999022483826,0.6840000152587891,0.5713333487510681,0.41866666078567505,0.7486666440963745,0.7506666779518127,0.7546666860580444,0.7479999661445618,0.7440000176429749,0.6240000128746033,1504.5,1.0,389248,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7150000333786011,0.7260000109672546,0.04662420228123665,0.98240998529905,0.067,0.7160000205039978,0.6966666579246521,0.6313333511352539,0.5306666493415833,0.4346666634082794,0.2826666533946991,0.6639999747276306,0.5559999942779541,0.41200000047683716,0.7246666550636292,0.7253333330154419,0.7226666808128357,0.7133333086967468,0.6806666851043701,0.48266667127609253,1504.0,1.0,389120,0,0,,,,,,
cauchy_l1,linear,cauchy,real,none,raw,,l1,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.6875,0.6826666593551636,0.0004151586617808789,0.9265531619181147,0.019,0.6739999651908875,0.6446666717529297,0.5833333134651184,0.49666666984558105,0.40799999237060547,0.2866666615009308,0.612666666507721,0.5133333206176758,0.38199999928474426,0.6813333034515381,0.6819999814033508,0.6759999990463257,0.6733333468437195,0.6459999680519104,0.41200000047683716,1504.0,1.0,389120,0,0,1.0,64.0,,,,
gaussian_l1,linear,gaussian,real,none,raw,,l1,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.71833336353302,0.722000002861023,0.0005194218247197568,0.9826924739446199,0.017,0.7246666550636292,0.7066666483879089,0.6193333268165588,0.5246666669845581,0.4333333373069763,0.2879999876022339,0.6520000100135803,0.5540000200271606,0.40933331847190857,0.7173333168029785,0.7153333425521851,0.7126666307449341,0.7133333086967468,0.6986666321754456,0.46933332085609436,1504.0,1.0,389120,0,0,1.0,64.0,,,,
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.621666669845581,0.6053333282470703,0.006038042716681957,0.5843368918123935,0.207,0.6046666502952576,0.5733333230018616,0.5073333382606506,0.4386666715145111,0.35066667199134827,0.22066666185855865,0.5453333258628845,0.47599998116493225,0.33399999141693115,0.593999981880188,0.5759999752044678,0.5406666398048401,0.4873333275318146,0.3686666488647461,0.10133333504199982,132576.0,1.0,17162240,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.7273333072662354,0.048547547310590744,0.9827869294110249,0.017,0.7239999771118164,0.6886666417121887,0.6319999694824219,0.5346666574478149,0.4493333399295807,0.30933332443237305,0.6626666784286499,0.5600000023841858,0.42533332109451294,0.7246666550636292,0.7266666293144226,0.722000002861023,0.718666672706604,0.6940000057220459,0.445333331823349,1504.0,1.0,389120,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7033333778381348,0.7206666469573975,0.046311039477586746,0.9825376845726321,0.017,0.7133333086967468,0.690666675567627,0.6179999709129333,0.5213333368301392,0.4399999976158142,0.3033333420753479,0.6499999761581421,0.5486666560173035,0.4086666703224182,0.7193333506584167,0.7173333168029785,0.7106666564941406,0.7139999866485596,0.6919999718666077,0.4506666660308838,1504.0,1.0,389120,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.6991666555404663,0.7213333249092102,0.046219147741794586,0.9810167241827615,0.016,0.7120000123977661,0.690666675567627,0.6153333187103271,0.5400000214576721,0.4426666498184204,0.31200000643730164,0.653333306312561,0.5493333339691162,0.4153333306312561,0.7206666469573975,0.7153333425521851,0.7166666388511658,0.7126666307449341,0.6993333101272583,0.44866666197776794,607.18,1.0,159534,0,0,0.1242,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.4375,0.4333333373069763,-0.000122183482744731,0.6531279568521426,0.023,0.4206666648387909,0.39666667580604553,0.3726666569709778,0.304666668176651,0.2680000066757202,0.17733332514762878,0.3720000088214874,0.26133331656455994,0.16599999368190765,0.06333333253860474,0.04266666620969772,0.036666665226221085,0.0533333346247673,0.04866666719317436,0.03333333134651184,480.25,1.0,127040,0,0,0.0002,64.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.4266666769981384,0.4333333373069763,-0.028949905186891556,0.6478604360200678,0.024,0.4386666715145111,0.4113333225250244,0.36933332681655884,0.3186666667461395,0.26133331656455994,0.1993333250284195,0.38600000739097595,0.3346666693687439,0.2619999945163727,0.43533334136009216,0.4326666593551636,0.43066665530204773,0.4333333373069763,0.4259999990463257,0.3486666679382324,1504.0,1.0,389120,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7091667056083679,0.7293333411216736,0.04733072966337204,0.9897366133064014,0.032,0.7226666808128357,0.6926666498184204,0.6266666650772095,0.5353333353996277,0.4386666715145111,0.3100000023841858,0.65666663646698,0.5533333420753479,0.4126666486263275,0.7273333072662354,0.7266666293144226,0.7213333249092102,0.7133333086967468,0.6986666321754456,0.4346666634082794,1504.0,1.0,389120,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.699999988079071,0.7113333344459534,0.04627261310815811,0.9890772758491275,0.024,0.7153333425521851,0.6959999799728394,0.6166666746139526,0.5286666750907898,0.4466666579246521,0.3019999861717224,0.6553333401679993,0.5546666383743286,0.4166666567325592,0.7073333263397217,0.7093333005905151,0.7106666564941406,0.6993333101272583,0.6833333373069763,0.4699999988079071,1504.0,1.0,389120,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.6991666555404663,0.7080000042915344,0.008352420292794704,0.6594230673357097,0.062,0.7006666660308838,0.684666633605957,0.6173333525657654,0.5273333191871643,0.43199998140335083,0.29466667771339417,0.65666663646698,0.5493333339691162,0.398666650056839,0.6806666851043701,0.6620000004768372,0.6146666407585144,0.5106666684150696,0.29466667771339417,0.10266666859388351,1520.0,32.0,389120,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.4891666769981384,0.49533331394195557,0.0006095634889788926,0.006502784705542952,0.04,0.49666666984558105,0.46666666865348816,0.3879999816417694,0.30799999833106995,0.2293333262205124,0.08133333176374435,0.45533332228660583,0.343999981880188,0.23000000417232513,0.4179999828338623,0.3959999978542328,0.2853333353996277,0.18400000035762787,0.08933333307504654,0.04533333331346512,1504.5,1.0,389120,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7308333516120911,0.7379999756813049,0.08537669479846954,0.7011714740713006,0.289,0.7306666374206543,0.7080000042915344,0.6346666812896729,0.5413333177566528,0.445333331823349,0.304666668176651,0.6766666769981384,0.5613332986831665,0.41333332657814026,0.7386666536331177,0.7373332977294922,0.7379999756813049,0.7393333315849304,0.7319999933242798,0.6213333010673523,1504.5,1.0,389248,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.70250004529953,0.7279999852180481,0.04770005866885185,0.9824481559833981,0.067,0.7166666388511658,0.6946666836738586,0.6173333525657654,0.5306666493415833,0.4440000057220459,0.30666667222976685,0.6579999923706055,0.5406666398048401,0.4179999828338623,0.7206666469573975,0.7146666646003723,0.7120000123977661,0.7066666483879089,0.6919999718666077,0.44866666197776794,1504.0,1.0,389120,0,0,,,,,,
cauchy_l1,linear,cauchy,real,none,raw,,l1,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.6666666865348816,0.668666660785675,0.00040303703281097114,0.9252301363510342,0.02,0.6706666350364685,0.6453333497047424,0.5799999833106995,0.4933333396911621,0.41066667437553406,0.29733332991600037,0.6140000224113464,0.5040000081062317,0.38466665148735046,0.671999990940094,0.6693333387374878,0.6713333129882812,0.6739999651908875,0.6493332982063293,0.3853333294391632,1504.0,1.0,389120,0,0,1.0,64.0,,,,
gaussian_l1,linear,gaussian,real,none,raw,,l1,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.7108333706855774,0.7199999690055847,0.0005368293495848775,0.9827869294110249,0.017,0.7160000205039978,0.6926666498184204,0.6333333253860474,0.5360000133514404,0.4493333399295807,0.3140000104904175,0.6606666445732117,0.5566666722297668,0.4259999990463257,0.7213333249092102,0.7193333506584167,0.7160000205039978,0.7199999690055847,0.6926666498184204,0.44200000166893005,1504.0,1.0,389120,0,0,1.0,64.0,,,,
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,fine,2,4096,64,30,30,cosine,uniform,1,32,0,0.6041666865348816,0.6133333444595337,0.0059344894252717495,0.5891763953779783,0.212,0.612666666507721,0.5806666612625122,0.5180000066757202,0.4313333332538605,0.35733333230018616,0.23000000417232513,0.5479999780654907,0.47200000286102295,0.36133334040641785,0.6066666841506958,0.5979999899864197,0.5566666722297668,0.4893333315849304,0.3400000035762787,0.09799999743700027,132576.0,1.0,17162240,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9491667151451111,0.949999988079071,0.18894673883914948,0.9787859686617021,0.018,0.9466666579246521,0.9446666836738586,0.934666633605957,0.9126666784286499,0.8826666474342346,0.7926666736602783,0.9386666417121887,0.8813333511352539,0.7873333096504211,0.9493333101272583,0.9506666660308838,0.949999988079071,0.9486666321754456,0.9446666836738586,0.8546666502952576,1504.0,1.0,389120,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.8916667103767395,0.8819999694824219,0.1391783058643341,0.9584412808269672,0.025,0.8813333511352539,0.8786666393280029,0.8740000128746033,0.8560000061988831,0.8193333148956299,0.7099999785423279,0.8713333010673523,0.7953333258628845,0.7046666741371155,0.8833333253860474,0.8799999952316284,0.8806666731834412,0.8786666393280029,0.8706666827201843,0.7413333058357239,1504.0,1.0,389120,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9933333396911621,0.2616337537765503,0.917212542010255,0.017,0.9919999837875366,0.9913333058357239,0.9879999756813049,0.965999960899353,0.9273332953453064,0.825333297252655,0.9893333315849304,0.968666672706604,0.9106666445732117,0.9926666617393494,0.9926666617393494,0.9926666617393494,0.9933333396911621,0.9919999837875366,0.9466666579246521,609.3,1.0,160077,0,0,0.1263,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9919999837875366,0.002725469646975398,0.48347654648283683,0.018,0.9919999837875366,0.9873332977294922,0.9693333506584167,0.9279999732971191,0.8473333120346069,0.65666663646698,0.9833333492279053,0.8560000061988831,0.6086666584014893,0.24533332884311676,0.09200000017881393,0.12266666442155838,0.04066666588187218,0.06599999964237213,0.03999999910593033,480.25,1.0,127040,0,0,0.0002,64.0,,,,
srht,linear,srht,bipolar,none,raw,,,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.7233333587646484,0.7360000014305115,0.0770777091383934,0.6302019293685828,0.019,0.7453333139419556,0.7293333411216736,0.7093333005905151,0.6620000004768372,0.6186666488647461,0.5046666860580444,0.6993333101272583,0.5913333296775818,0.4726666510105133,0.7373332977294922,0.7360000014305115,0.7393333315849304,0.734666645526886,0.7179999947547913,0.5799999833106995,1504.0,1.0,389120,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9516667127609253,0.9566666483879089,0.19124463200569153,0.9869914730298667,0.03,0.9566666483879089,0.9526666402816772,0.9393333196640015,0.9160000085830688,0.8826666474342346,0.7926666736602783,0.9446666836738586,0.8813333511352539,0.7960000038146973,0.9553333520889282,0.9539999961853027,0.9546666741371155,0.9539999961853027,0.9459999799728394,0.8426666855812073,1504.0,1.0,389120,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9491667151451111,0.949999988079071,0.1907738894224167,0.9870053785455146,0.024,0.9493333101272583,0.9480000138282776,0.9393333196640015,0.9166666865348816,0.8819999694824219,0.7933333516120911,0.9453333020210266,0.8786666393280029,0.7986666560173035,0.95333331823349,0.9513333439826965,0.9513333439826965,0.9480000138282776,0.9459999799728394,0.8399999737739563,1504.0,1.0,389120,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9333333373069763,0.9419999718666077,0.08032117784023285,0.23601150680537786,0.039,0.9440000057220459,0.9393333196640015,0.9293333292007446,0.9053333401679993,0.8766666650772095,0.7766666412353516,0.9286666512489319,0.8653333187103271,0.7153333425521851,0.940666675567627,0.9419999718666077,0.9359999895095825,0.9206666350364685,0.8786666393280029,0.41333332657814026,1520.0,32.0,389120,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.6349999904632568,0.656000018119812,0.026578839868307114,0.013264990479049185,0.032,0.6586666703224182,0.637333333492279,0.6033333539962769,0.5080000162124634,0.4013333320617676,0.14399999380111694,0.6446666717529297,0.5519999861717224,0.3059999942779541,0.6380000114440918,0.6366666555404663,0.6159999966621399,0.5719999670982361,0.4806666672229767,0.17999999225139618,1504.5,1.0,389120,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9900000095367432,0.981333315372467,0.3292295038700104,0.7674807958477283,0.293,0.9786666631698608,0.9773333072662354,0.9699999690055847,0.9506666660308838,0.9120000004768372,0.8119999766349792,0.9739999771118164,0.9300000071525574,0.8479999899864197,0.9806666374206543,0.9800000190734863,0.9800000190734863,0.9773333072662354,0.9766666293144226,0.9546666741371155,1504.5,1.0,389248,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9483333826065063,0.9526666402816772,0.1898331344127655,0.9787903759953465,0.064,0.9526666402816772,0.9486666321754456,0.937999963760376,0.9126666784286499,0.8766666650772095,0.7893333435058594,0.937333345413208,0.8826666474342346,0.7993333339691162,0.9513333439826965,0.9513333439826965,0.9539999961853027,0.95333331823349,0.9466666579246521,0.8359999656677246,1504.0,1.0,389120,0,0,,,,,,
cauchy_l1,linear,cauchy,real,none,raw,,l1,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9953333139419556,0.0035292014945298433,0.8338252447895205,0.017,0.9953333139419556,0.9940000176429749,0.9893333315849304,0.968666672706604,0.9259999990463257,0.7979999780654907,0.9946666359901428,0.9753333330154419,0.9253333210945129,0.9953333139419556,0.9946666359901428,0.9953333139419556,0.9946666359901428,0.9946666359901428,0.9459999799728394,1504.0,1.0,389120,0,0,1.0,64.0,,,,
gaussian_l1,linear,gaussian,real,none,raw,,l1,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.9475000500679016,0.949999988079071,0.0021978598088026047,0.9787859686617021,0.017,0.9506666660308838,0.9480000138282776,0.9353333115577698,0.9139999747276306,0.8813333511352539,0.7899999618530273,0.937999963760376,0.8806666731834412,0.7886666655540466,0.9506666660308838,0.949999988079071,0.9506666660308838,0.9486666321754456,0.9453333020210266,0.8320000171661377,1504.0,1.0,389120,0,0,1.0,64.0,,,,
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,heavy_tail,0,4096,64,30,30,cosine,uniform,1,32,0,0.8366667032241821,0.8493333458900452,0.02649534121155739,0.3625719934583077,0.208,0.8453333377838135,0.8399999737739563,0.8106666803359985,0.7606666684150696,0.6959999799728394,0.5686666369438171,0.8133333325386047,0.7006666660308838,0.5419999957084656,0.8473333120346069,0.8366666436195374,0.8086666464805603,0.7459999918937683,0.5686666369438171,0.13599999248981476,132576.0,1.0,17162240,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9491667151451111,0.9526666402816772,0.19288451969623566,0.9787654116563916,0.018,0.9519999623298645,0.9480000138282776,0.9440000057220459,0.9353333115577698,0.9046666622161865,0.8013333082199097,0.9366666674613953,0.8880000114440918,0.8113332986831665,0.9539999961853027,0.95333331823349,0.9513333439826965,0.9486666321754456,0.9419999718666077,0.8379999995231628,1504.0,1.0,389120,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.8891667127609253,0.9013333320617676,0.14543655514717102,0.9634592797109937,0.019,0.8999999761581421,0.8953333497047424,0.890666663646698,0.8733333349227905,0.8426666855812073,0.7446666359901428,0.8799999952316284,0.8119999766349792,0.7226666808128357,0.8986666798591614,0.8959999680519104,0.8926666378974915,0.8946666717529297,0.8826666474342346,0.7513332962989807,1504.0,1.0,389120,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9953333139419556,0.2600266933441162,0.9195995124499574,0.019,0.9953333139419556,0.9919999837875366,0.9866666793823242,0.9753333330154419,0.9480000138282776,0.8473333120346069,0.9906666278839111,0.9746666550636292,0.921999990940094,0.9953333139419556,0.9959999918937683,0.9953333139419556,0.9940000176429749,0.9926666617393494,0.9506666660308838,608.57,1.0,159891,0,0,0.1256,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9940000176429749,0.0026595578528940678,0.49058800785750684,0.014,0.9919999837875366,0.9900000095367432,0.9699999690055847,0.9319999814033508,0.8579999804496765,0.6606666445732117,0.981333315372467,0.887333333492279,0.6019999980926514,0.1366666704416275,0.09666666388511658,0.09733333438634872,0.13066665828227997,0.035999998450279236,0.03333333134651184,480.25,1.0,127040,0,0,0.0002,63.0,,,,
srht,linear,srht,bipolar,none,raw,,,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.75,0.753333330154419,0.07739799469709396,0.6293145022315498,0.021,0.7513332962989807,0.7413333058357239,0.70333331823349,0.6753333210945129,0.6206666827201843,0.5180000066757202,0.7239999771118164,0.621999979019165,0.5080000162124634,0.7493333220481873,0.7519999742507935,0.746666669845581,0.7486666440963745,0.7393333315849304,0.6159999966621399,1504.0,1.0,389120,0,0,1.0,64.0,,,,
