spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.6691666841506958,0.6459999680519104,0.018317632377147675,0.35735677727229154,0.029,11.88,32.0,3040,0,0,,,0.3413333296775818,-0.027424443513154984,0.10133333504199982,0.03399999812245369
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.07999999821186066,0.1093333289027214,-0.20145133137702942,0.009955201444892198,0.027,11.75,1.0,3040,0,0,,,0.04333333298563957,-0.2517281770706177,0.041333332657814026,0.03333333134651184
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.9725000262260437,0.9746666550636292,0.35862869024276733,0.5074406463235397,0.318,12.25,1.0,3168,0,0,,,0.8246666789054871,0.18257486820220947,0.5066666603088379,0.3233333230018616
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.5800000429153442,0.5486666560173035,0.013506137765944004,0.44004002254543856,0.016,11.75,1.0,3040,0,0,,,0.36800000071525574,-0.07453231513500214,0.1939999908208847,0.13466666638851166
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.8608333468437195,0.8673333525657654,0.1379118114709854,0.6088622552750045,0.012,23.5,1.0,6080,0,0,1.0,64.0,0.6840000152587891,0.055234476923942566,0.4479999840259552,0.3226666748523712
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.8450000286102295,0.8619999885559082,0.12665687501430511,0.5672455417403429,0.015,23.5,1.0,6080,0,0,1.0,64.0,0.6286666393280029,0.034461893141269684,0.3580000102519989,0.2446666657924652
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.8700000047683716,0.8733333349227905,0.1365487277507782,0.5758550651156782,0.01,9.48,1.0,2490,0,0,0.1235,64.0,0.6246666312217712,0.03674420714378357,0.35999998450279236,0.2226666659116745
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.8516666889190674,0.8420000076293945,0.061664335429668427,0.5680395070962497,0.009,7.75,1.0,2048,0,0,0.0156,45.0,0.6486666798591614,0.02290830947458744,0.3646666705608368,0.2280000001192093
srht,linear,srht,bipolar,none,raw,,,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.8050000071525574,0.8059999942779541,0.1023579090833664,0.48183251731303883,0.009,23.5,1.0,6080,0,0,1.0,41.0,0.550000011920929,0.012599827721714973,0.28333333134651184,0.16599999368190765
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.9500000476837158,0.9553333520889282,0.19450761377811432,0.6549444819376251,0.01,23.5,1.0,6080,0,0,1.0,64.0,0.8119999766349792,0.10395094752311707,0.5273333191871643,0.3486666679382324
sobol,linear,sobol,bipolar,none,raw,,,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.8450000286102295,0.8560000061988831,0.12931044399738312,0.5616374478576137,0.011,23.5,1.0,6080,0,0,1.0,64.0,0.5933333039283752,0.02824057824909687,0.30399999022483826,0.15199999511241913
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.9016667008399963,0.9046666622161865,0.050578102469444275,0.42876596410193846,0.028,23.75,32.0,6080,0,0,,,0.6520000100135803,0.018854139372706413,0.3240000009536743,0.11133333295583725
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.19583334028720856,0.2199999988079071,-0.06848835945129395,0.013782943853974404,0.026,23.51,1.0,6080,0,0,,,0.08799999952316284,-0.12022645771503448,0.04600000008940697,0.04066666588187218
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9926666617393494,0.38631191849708557,0.589231050622248,0.334,24.0,1.0,6208,0,0,,,0.8806666731834412,0.2183443158864975,0.5859999656677246,0.38466665148735046
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,2,64,64,30,30,cosine,uniform,1,32,0,0.8650000095367432,0.8519999980926514,0.13002893328666687,0.5720405951979256,0.014,23.5,1.0,6080,0,0,,,0.7073333263397217,0.06470152735710144,0.5086666345596313,0.35466665029525757
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.955833375453949,0.9626666307449341,0.19667606055736542,0.7144532562950657,0.006,47.0,1.0,12160,0,0,1.0,64.0,0.8466666340827942,0.11420424282550812,0.5806666612625122,0.4233333170413971
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.9466667175292969,0.9466666579246521,0.1896851807832718,0.6884127476218482,0.006,47.0,1.0,12160,0,0,1.0,64.0,0.7879999876022339,0.09179950505495071,0.5193333029747009,0.3659999966621399
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.9641667008399963,0.9493333101272583,0.1979590654373169,0.7030184409924929,0.006,18.99,1.0,4989,0,0,0.1246,64.0,0.8100000023841858,0.09907354414463043,0.5139999985694885,0.30666667222976685
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.9108333587646484,0.9160000085830688,0.039829134941101074,0.6106347798915476,0.009,15.25,1.0,4032,0,0,0.0078,53.0,0.7206666469573975,0.017819304019212723,0.4193333387374878,0.25733333826065063
srht,linear,srht,bipolar,none,raw,,,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.9025000333786011,0.9126666784286499,0.1511317789554596,0.5596020553043907,0.01,47.0,1.0,12160,0,0,1.0,57.0,0.7266666293144226,0.07086356729269028,0.47999998927116394,0.3266666531562805
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.9833333492279053,0.9826666712760925,0.22506169974803925,0.7766035850819448,0.006,47.0,1.0,12160,0,0,1.0,64.0,0.9026666283607483,0.13907049596309662,0.6919999718666077,0.4633333384990692
sobol,linear,sobol,bipolar,none,raw,,,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.965999960899353,0.2067936509847641,0.7128654108614066,0.008,47.0,1.0,12160,0,0,1.0,64.0,0.8193333148956299,0.10812158137559891,0.5579999685287476,0.3466666638851166
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.971666693687439,0.968666672706604,0.07561816275119781,0.529895845242584,0.024,47.5,32.0,12160,0,0,,,0.797333300113678,0.03823813423514366,0.3893333375453949,0.11866666376590729
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.3958333432674408,0.4593333303928375,-0.006170245353132486,0.018170573499102304,0.027,47.02,1.0,12160,0,0,,,0.1446666717529297,-0.05091380700469017,0.05999999865889549,0.036666665226221085
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.4037620425224304,0.6428172106528282,0.314,47.5,1.0,12288,0,0,,,0.8966666460037231,0.22497569024562836,0.5740000009536743,0.3386666774749756
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,2,128,64,30,30,cosine,uniform,1,32,0,0.9641667008399963,0.9546666741371155,0.1940372735261917,0.6928583111261257,0.013,47.0,1.0,12160,0,0,,,0.8113332986831665,0.10016869753599167,0.5606666803359985,0.39933332800865173
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9800000190734863,0.9833333492279053,0.2218380868434906,0.8129991400320445,0.006,94.0,1.0,24320,0,0,1.0,64.0,0.9086666703224182,0.13472792506217957,0.6753333210945129,0.47866666316986084
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9725000262260437,0.9833333492279053,0.22149714827537537,0.7949678971848153,0.006,94.0,1.0,24320,0,0,1.0,64.0,0.8560000061988831,0.11103066802024841,0.5406666398048401,0.3473333418369293
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9800000190734863,0.9819999933242798,0.22375386953353882,0.803721579810692,0.006,38.0,1.0,9984,0,0,0.125,64.0,0.871999979019165,0.1259368509054184,0.5973333120346069,0.3959999978542328
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9316666722297668,0.9546666741371155,0.022909855470061302,0.6419817435812665,0.006,30.25,1.0,8000,0,0,0.0039,59.0,0.7786666750907898,0.0110687967389822,0.49266666173934937,0.3033333420753479
srht,linear,srht,bipolar,none,raw,,,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9158333539962769,0.9046666622161865,0.16352082788944244,0.5839008560016296,0.008,94.0,1.0,24320,0,0,1.0,63.0,0.6973333358764648,0.0601830780506134,0.3400000035762787,0.17133332788944244
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9900000095367432,0.24212084710597992,0.867042426103026,0.006,94.0,1.0,24320,0,0,1.0,64.0,0.9166666865348816,0.1440076231956482,0.6620000004768372,0.4313333332538605
sobol,linear,sobol,bipolar,none,raw,,,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9891666769981384,0.9900000095367432,0.23993249237537384,0.8399380806627896,0.007,94.0,1.0,24320,0,0,1.0,64.0,0.9079999923706055,0.14297688007354736,0.6646666526794434,0.4359999895095825
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9883333444595337,0.9873332977294922,0.09261079877614975,0.621159642383918,0.026,95.0,32.0,24320,0,0,,,0.8840000033378601,0.056847188621759415,0.5960000157356262,0.3006666600704193
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.705833375453949,0.7099999785423279,0.028831426054239273,0.022922086683361164,0.026,94.03,1.0,24320,0,0,,,0.2186666578054428,-0.03318026289343834,0.05000000074505806,0.04466666653752327
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9986666440963745,0.4123677909374237,0.6834933587203899,0.32,94.5,1.0,24448,0,0,,,0.9226666688919067,0.2363225668668747,0.6086666584014893,0.3453333377838135
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,2,256,64,30,30,cosine,uniform,1,32,0,0.9858333468437195,0.9839999675750732,0.22552144527435303,0.8041518723348086,0.012,94.0,1.0,24320,0,0,,,0.8959999680519104,0.14042514562606812,0.7020000219345093,0.5066666603088379
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9926666617393494,0.23915429413318634,0.8898776753142876,0.006,188.0,1.0,48640,0,0,1.0,64.0,0.9359999895095825,0.1435457468032837,0.6940000057220459,0.45399999618530273
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9926666617393494,0.23957373201847076,0.8797316661200137,0.006,188.0,1.0,48640,0,0,1.0,64.0,0.9146666526794434,0.1374337077140808,0.6466666460037231,0.46799999475479126
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9940000176429749,0.2409829944372177,0.8872795541552595,0.006,75.85,1.0,19930,0,0,0.1238,64.0,0.9246666431427002,0.1481265276670456,0.6966666579246521,0.4606666564941406
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.9416666626930237,0.9599999785423279,0.011193043552339077,0.6454861719123491,0.006,60.25,1.0,15936,0,0,0.002,60.0,0.7846666574478149,0.005411968100816011,0.4919999837875366,0.31066665053367615
srht,linear,srht,bipolar,none,raw,,,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.95250004529953,0.937333345413208,0.19239814579486847,0.6292582653147013,0.009,188.0,1.0,48640,0,0,1.0,64.0,0.7753333449363708,0.09223077446222305,0.47999998927116394,0.27666667103767395
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.253531813621521,0.9270551697523068,0.007,188.0,1.0,48640,0,0,1.0,64.0,0.9333333373069763,0.15174120664596558,0.7139999866485596,0.46266666054725647
sobol,linear,sobol,bipolar,none,raw,,,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9933333396911621,0.2518070340156555,0.9144703480235407,0.007,188.0,1.0,48640,0,0,1.0,64.0,0.9366666674613953,0.15284322202205658,0.6919999718666077,0.42533332109451294
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.9933333396911621,0.9926666617393494,0.08649817109107971,0.6135674050740744,0.025,190.0,32.0,48640,0,0,,,0.9319999814033508,0.0579412616789341,0.671999990940094,0.32999998331069946
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.8950000405311584,0.90666663646698,0.054740164428949356,0.03406256034451621,0.022,188.06,1.0,48640,0,0,,,0.4233333170413971,-0.006461039651185274,0.05000000074505806,0.04800000041723251
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.41714709997177124,0.7060830461318326,0.343,188.5,1.0,48768,0,0,,,0.9246666431427002,0.24694828689098358,0.6353332996368408,0.38466665148735046
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,2,512,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9953333139419556,0.24289041757583618,0.8829777090806167,0.014,188.0,1.0,48640,0,0,,,0.9073333144187927,0.1379636973142624,0.5579999685287476,0.2680000066757202
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.24954192340373993,0.9378104023303181,0.007,376.0,1.0,97280,0,0,1.0,64.0,0.9359999895095825,0.14769744873046875,0.6866666674613953,0.4126666486263275
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9959999918937683,0.24849016964435577,0.9357352135382265,0.007,376.0,1.0,97280,0,0,1.0,64.0,0.9333333373069763,0.14532209932804108,0.6700000166893005,0.46399998664855957
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9979999661445618,0.25137972831726074,0.9366292067765529,0.007,151.58,1.0,39829,0,0,0.1234,64.0,0.934666633605957,0.15101295709609985,0.6733333468437195,0.4033333361148834
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9575000405311584,0.9646666646003723,0.005955503322184086,0.6630107908965415,0.008,120.25,1.0,31808,0,0,0.001,63.0,0.7913333177566528,0.00290139252319932,0.4973333179950714,0.31599998474121094
srht,linear,srht,bipolar,none,raw,,,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.940833330154419,0.9493333101272583,0.2010776400566101,0.6575553878495934,0.009,376.0,1.0,97280,0,0,1.0,64.0,0.7919999957084656,0.09696172177791595,0.5053333044052124,0.3293333351612091
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.25500914454460144,0.9614563305578157,0.009,376.0,1.0,97280,0,0,1.0,64.0,0.9419999718666077,0.1557314395904541,0.7239999771118164,0.46133333444595337
sobol,linear,sobol,bipolar,none,raw,,,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.25460049510002136,0.9567510247404918,0.009,376.0,1.0,97280,0,0,1.0,64.0,0.9493333101272583,0.15548835694789886,0.7073333263397217,0.42533332109451294
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.996666669845581,0.09204123914241791,0.64341082849769,0.026,380.0,32.0,97280,0,0,,,0.9353333115577698,0.059765785932540894,0.6779999732971191,0.3766666650772095
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.9726666808128357,0.0680227279663086,0.042580935246698697,0.023,376.12,1.0,97280,0,0,,,0.6066666841506958,0.00901477038860321,0.06266666948795319,0.03799999877810478
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9959999918937683,0.41881081461906433,0.7187694717951977,0.289,376.5,1.0,97408,0,0,,,0.9366666674613953,0.2506689727306366,0.6486666798591614,0.40066665410995483
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9940000176429749,0.24987410008907318,0.9364643794579691,0.02,376.0,1.0,97280,0,0,,,0.9419999718666077,0.1504993438720703,0.6739999651908875,0.4519999921321869
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.25447311997413635,0.9667379535882544,0.009,752.0,1.0,194560,0,0,1.0,64.0,0.9453333020210266,0.15637680888175964,0.7206666469573975,0.43199998140335083
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.25304168462753296,0.9653502292123474,0.009,752.0,1.0,194560,0,0,1.0,64.0,0.9413332939147949,0.15144473314285278,0.6919999718666077,0.43199998140335083
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.2543145418167114,0.9650821304121403,0.009,302.96,1.0,79606,0,0,0.123,64.0,0.9446666836738586,0.15545904636383057,0.7026666402816772,0.42133334279060364
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9600000381469727,0.968666672706604,0.003039383562281728,0.6670415024933187,0.009,240.25,1.0,63552,0,0,0.0005,64.0,0.8019999861717224,0.00149817846249789,0.518666684627533,0.34333333373069763
srht,linear,srht,bipolar,none,raw,,,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9466667175292969,0.9446666836738586,0.19416816532611847,0.6575948633594622,0.01,752.0,1.0,194560,0,0,1.0,64.0,0.8113332986831665,0.10993295907974243,0.5733333230018616,0.3933333158493042
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9973333477973938,0.25806570053100586,0.9798957033082627,0.02,752.0,1.0,194560,0,0,1.0,64.0,0.9513333439826965,0.15897689759731293,0.7319999933242798,0.4593333303928375
sobol,linear,sobol,bipolar,none,raw,,,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.25629159808158875,0.9779038379329827,0.015,752.0,1.0,194560,0,0,1.0,64.0,0.949999988079071,0.15786626935005188,0.7326666712760925,0.46666666865348816
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.13631610572338104,0.6573640151032353,0.029,760.0,32.0,194560,0,0,,,0.9446666836738586,0.07083454728126526,0.671999990940094,0.23199999332427979
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9816666841506958,0.984666645526886,0.07479652762413025,0.04872705036343386,0.025,752.25,1.0,194560,0,0,,,0.7446666359901428,0.017463352531194687,0.0873333290219307,0.035999998450279236
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,2,2048,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.41870126128196716,0.7266070623772002,0.354,752.5,1.0,194688,0,0,,,0.9366666674613953,0.2500217854976654,0.6579999923706055,0.4039999842643738
